Week,NV,NE,MA,MI,MN,NJ,MO,MT,NH,MS,NM,NY,NC,SC,OH,OK,OR,PA,RI,ND,SD,TN,TX,WY,VA,WV,VT,WI,WA,UT,AL,AK,AZ,CA,GA,DE,CO,CT,FL,AR,LA,IA,HI,ID,IL,KY,ME,MD,KS,IN
2018-11-18,13,12,11,15,15,8,14,13,11,11,19,12,16,17,19,16,16,16,16,5,23,16,14,9,18,12,9,17,14,17,16,23,13,11,14,12,15,11,10,16,12,13,7,21,13,18,9,18,12,15
2018-11-25,16,18,20,19,25,14,22,18,27,18,28,17,25,22,27,27,23,21,12,20,27,20,25,34,28,16,25,27,24,25,29,21,18,18,23,19,20,13,15,25,18,21,18,23,20,22,18,24,14,23
2018-12-02,15,14,18,20,20,14,22,21,28,25,18,17,24,22,30,20,23,19,11,20,21,22,22,22,23,14,18,21,20,17,24,31,16,14,22,20,22,15,14,22,19,17,15,30,20,22,24,19,16,20
2018-12-09,17,16,16,18,23,16,22,16,26,21,26,16,22,19,25,18,23,21,10,23,20,22,21,29,24,10,17,25,22,20,22,24,14,16,22,18,18,12,13,25,16,15,11,30,17,21,22,22,18,19
2018-12-16,14,18,16,17,18,11,19,19,22,15,21,15,18,16,23,17,18,18,10,12,31,19,18,14,22,15,19,22,17,16,19,22,17,13,17,17,21,15,11,22,18,17,11,25,17,20,20,18,11,18
2018-12-23,11,11,12,11,12,9,13,8,7,7,8,12,13,9,15,17,13,13,6,7,21,12,13,10,15,8,0,16,12,8,14,14,12,9,14,14,10,7,7,14,12,9,4,12,12,13,7,11,10,13
2018-12-30,13,14,15,16,20,13,17,26,21,17,13,15,20,18,25,18,19,18,15,13,28,21,18,15,23,13,33,20,16,21,19,16,13,12,21,13,19,13,11,19,14,17,14,23,17,19,17,15,19,20
2019-01-06,19,18,19,24,25,15,21,23,23,24,21,16,26,22,29,21,24,19,15,14,21,29,23,19,29,15,19,29,23,25,24,18,19,18,27,12,25,12,16,24,18,16,17,34,21,26,17,24,25,24
2019-01-13,13,18,18,23,23,15,22,21,24,22,26,20,28,23,28,30,28,24,19,16,26,25,23,34,29,12,14,28,25,24,21,33,19,18,27,17,21,16,16,25,23,19,17,27,21,25,21,21,18,22
2019-01-20,18,23,19,21,21,14,23,19,20,27,24,17,30,21,27,25,24,23,19,32,37,23,24,20,28,20,15,23,22,20,28,26,19,17,27,17,25,13,13,23,19,17,15,19,20,22,17,23,16,25
2019-01-27,17,15,20,18,22,15,24,15,27,18,28,18,27,26,29,27,21,23,18,12,33,26,27,33,30,16,16,24,23,21,28,24,19,16,26,17,25,18,15,22,20,21,13,29,18,24,20,21,21,22
2019-02-03,15,21,18,21,20,17,26,21,30,25,19,21,29,22,30,24,22,25,10,19,28,28,25,34,29,19,14,28,19,20,25,25,18,17,28,6,25,16,16,30,25,20,19,29,23,29,22,25,17,24
2019-02-10,16,25,18,22,23,14,26,15,28,28,20,17,26,23,29,26,27,21,13,23,27,26,24,20,29,16,16,24,20,22,26,30,15,16,28,23,27,17,14,32,21,19,12,23,20,23,19,21,17,23
2019-02-17,20,22,17,22,26,14,21,22,27,22,30,17,23,25,29,28,25,22,17,19,36,25,25,22,27,13,16,28,20,22,27,39,20,16,25,18,23,12,15,29,21,17,10,23,21,25,25,22,17,25
2019-02-24,18,19,20,21,20,15,23,23,17,18,23,17,27,24,29,31,22,23,16,12,22,23,25,24,29,11,26,23,22,23,24,31,17,17,26,18,24,13,13,23,20,23,19,29,21,20,27,21,20,22
2019-03-03,19,18,16,22,24,15,22,16,23,21,26,18,26,24,29,23,22,21,13,20,23,28,24,21,25,12,19,26,22,21,24,24,17,16,24,16,23,17,15,28,17,21,11,27,21,28,22,23,17,24
2019-03-10,15,25,23,22,24,17,24,17,22,18,18,21,27,22,28,24,25,21,14,16,29,24,20,37,32,21,25,22,25,20,24,25,19,17,22,23,20,16,14,25,23,19,13,28,22,20,23,22,21,21
2019-03-17,16,18,19,22,21,14,25,19,33,28,22,17,28,22,26,20,21,24,18,20,30,22,24,36,30,16,31,22,22,17,20,19,16,16,25,16,21,16,13,21,17,16,10,26,22,27,25,20,18,22
2019-03-24,25,18,19,19,24,17,25,21,33,27,19,19,26,23,27,21,20,22,17,19,29,25,27,28,28,13,23,22,23,30,26,16,20,15,25,24,21,20,14,34,24,21,18,28,20,26,23,22,21,24
2019-03-31,18,27,19,23,21,17,25,20,25,26,23,18,27,26,27,21,26,22,12,22,27,24,26,45,30,20,16,23,23,20,32,23,17,16,24,15,24,18,15,21,21,20,19,27,21,24,20,21,22,20
2019-04-07,18,23,18,22,23,15,25,20,29,31,29,19,26,24,29,24,23,21,13,16,13,25,25,29,31,23,26,28,21,20,24,27,18,16,26,20,26,17,16,21,17,18,15,29,23,27,11,25,23,22
2019-04-14,17,16,17,23,25,13,24,17,28,23,17,15,23,20,28,21,22,19,20,10,34,25,23,35,26,8,17,27,26,21,26,32,21,15,24,15,23,14,15,33,18,21,17,24,19,27,17,19,21,22
2019-04-21,15,24,18,21,26,14,26,8,21,22,21,16,25,23,28,23,25,22,15,16,19,26,25,26,29,15,10,27,22,24,24,24,16,16,25,16,25,13,15,36,26,20,21,27,20,25,15,20,18,24
2019-04-28,17,17,17,19,27,16,22,20,28,27,16,18,23,18,28,23,24,23,14,14,42,21,25,32,26,19,18,25,21,22,23,32,21,18,23,23,20,16,15,22,19,19,14,27,19,23,33,22,22,26
2019-05-05,17,19,19,23,23,14,26,10,21,28,22,17,25,25,26,19,23,21,20,10,28,22,24,32,26,17,22,27,23,20,23,19,18,17,24,18,22,17,14,25,21,18,8,28,19,24,16,21,14,25
2019-05-12,19,20,17,20,20,15,21,22,20,31,23,16,25,20,27,26,24,20,13,15,21,25,24,37,29,15,16,25,24,21,25,18,18,17,25,18,25,14,15,25,21,21,15,27,20,27,11,19,24,21
2019-05-19,19,20,19,22,24,13,22,16,22,21,23,16,24,18,24,21,20,21,6,14,27,22,24,22,29,18,16,23,20,21,22,20,17,17,28,17,19,15,14,32,16,17,16,25,18,26,19,23,20,20
2019-05-26,18,22,17,19,19,15,24,11,21,21,20,16,24,21,27,21,22,19,14,19,28,24,21,29,26,16,12,22,22,20,22,17,16,16,22,8,22,14,14,24,19,17,8,27,20,23,21,20,18,22
2019-06-02,18,24,17,21,23,16,22,17,25,16,20,15,26,25,28,19,24,21,17,19,21,26,23,23,28,23,26,21,22,21,25,35,20,16,24,15,23,16,14,25,20,21,25,28,17,28,21,19,13,24
2019-06-09,17,22,15,20,22,12,24,23,19,26,22,17,24,20,29,26,23,22,11,12,32,24,23,29,28,13,16,22,21,20,23,14,19,15,26,13,23,15,15,23,18,19,13,30,19,28,17,23,17,21
2019-06-16,18,22,18,21,25,12,24,20,29,27,16,17,27,24,27,29,24,21,12,13,23,24,24,22,27,16,9,22,20,19,24,32,18,17,25,16,20,12,15,21,21,19,19,25,17,22,15,19,21,20
2019-06-23,21,20,16,21,24,13,23,14,23,23,16,15,25,20,28,28,22,21,10,16,29,27,22,40,27,18,9,27,21,22,26,27,20,16,29,20,22,10,14,29,22,18,11,30,22,29,26,21,24,20
2019-06-30,13,16,12,17,18,12,22,13,21,19,17,14,19,20,22,21,19,19,16,10,21,21,20,15,24,15,0,20,18,17,23,13,17,13,21,10,19,10,13,21,22,25,11,30,16,19,13,19,17,21
2019-07-07,17,20,18,21,24,13,22,18,24,15,24,17,26,25,27,26,23,23,18,18,34,24,26,41,28,20,15,26,24,22,25,15,19,16,25,17,28,14,15,22,15,23,16,31,21,28,9,19,17,25
2019-07-14,20,29,16,20,20,15,23,20,24,23,17,18,26,19,27,26,25,21,10,15,42,27,24,19,30,16,10,24,22,22,21,14,20,16,25,18,23,13,14,28,20,18,30,20,20,16,18,20,15,22
2019-07-21,21,17,17,23,23,13,25,12,26,20,19,18,27,22,30,29,21,21,18,27,11,20,25,19,28,23,12,22,19,20,26,18,18,17,23,20,19,12,15,33,22,18,9,22,19,21,29,21,20,24
2019-07-28,21,15,20,22,24,15,22,9,18,23,24,18,26,20,28,26,24,24,14,16,24,22,24,31,26,22,6,26,21,24,28,26,19,17,26,16,21,17,16,30,20,22,21,26,19,30,22,22,17,25
2019-08-04,18,20,17,22,22,15,24,13,21,25,24,17,25,25,29,24,25,21,23,22,26,26,25,43,30,13,18,23,20,23,25,19,19,18,28,11,23,15,17,21,19,20,18,19,18,27,20,25,21,22
2019-08-11,17,16,18,22,24,13,25,20,23,30,23,16,26,22,28,28,23,23,11,24,32,26,25,34,28,14,13,23,25,24,27,27,18,18,29,18,24,14,16,27,25,23,14,30,20,26,18,20,16,24
2019-08-18,21,22,18,20,22,13,27,18,27,29,28,19,25,24,27,28,23,22,15,23,26,24,26,18,29,18,27,26,20,27,28,22,21,18,27,17,23,14,16,25,19,20,17,26,20,30,27,23,19,27
2019-08-25,21,19,18,24,24,14,27,12,22,26,34,17,28,27,28,29,24,24,13,24,30,27,26,28,30,20,21,23,21,27,28,20,20,18,28,16,27,16,13,31,23,22,12,29,20,30,25,22,21,25
2019-09-01,14,20,19,19,23,14,22,20,24,25,22,16,23,18,28,24,23,21,14,23,17,26,25,23,27,18,15,25,23,17,32,24,21,17,26,23,25,16,14,23,22,15,18,21,19,30,22,23,20,23
2019-09-08,21,25,17,22,24,18,24,18,19,17,25,19,28,23,31,32,23,25,14,23,25,28,26,29,30,17,24,28,25,22,27,24,24,18,27,20,27,16,16,28,22,19,14,27,22,27,20,23,25,25
2019-09-15,20,18,21,22,24,14,27,19,31,27,25,21,25,24,30,28,25,23,14,23,18,25,26,36,29,22,32,25,22,26,28,15,20,16,26,19,23,19,16,24,24,23,16,31,21,29,21,25,22,24
2019-09-22,19,22,19,22,23,17,27,18,24,24,31,18,29,24,32,27,22,26,11,30,32,25,28,32,32,20,25,27,22,21,26,28,22,17,26,22,25,17,17,30,21,20,11,27,20,31,21,24,20,26
2019-09-29,22,23,21,22,24,17,27,15,22,27,26,19,29,25,31,28,28,25,20,24,34,31,27,22,30,18,10,26,24,24,25,21,20,17,28,20,27,16,16,27,24,21,14,38,22,28,21,23,19,25
2019-10-06,17,23,19,22,23,16,24,17,19,25,21,17,26,24,30,31,26,22,25,23,26,27,25,32,31,16,18,28,23,24,27,15,19,16,28,16,24,15,15,23,18,20,18,33,21,24,19,20,21,25
2019-10-13,16,20,18,22,24,15,23,16,25,27,26,18,27,24,27,27,27,21,16,30,36,22,25,21,29,19,24,28,24,24,28,21,20,16,28,15,24,15,14,33,21,22,20,32,20,28,17,23,19,26
2019-10-20,13,18,21,23,22,15,29,17,31,24,26,20,24,26,30,29,26,24,20,17,26,25,24,34,28,22,25,31,26,28,27,27,20,16,27,18,27,16,16,31,20,21,15,30,23,23,16,23,19,24
2019-10-27,19,18,19,20,24,14,23,17,24,26,23,17,25,22,29,23,26,24,20,21,22,25,23,40,29,14,14,27,21,25,26,27,18,15,27,17,20,17,17,33,17,19,19,30,20,25,23,19,22,23
2019-11-03,22,25,20,23,25,16,26,29,24,27,25,19,26,27,30,29,29,24,22,21,37,28,26,28,30,12,21,30,23,24,25,17,21,18,27,15,27,15,16,32,24,23,17,28,22,24,18,22,23,22
2019-11-10,17,20,19,20,25,15,25,22,21,27,23,20,26,22,29,27,24,24,15,21,31,23,23,33,27,18,13,30,23,25,23,24,19,17,27,15,25,15,13,27,20,19,22,29,21,25,12,21,18,24
2019-11-17,20,25,19,23,25,15,24,14,31,25,29,17,24,22,33,26,21,23,19,21,23,23,25,42,28,18,16,22,21,19,28,15,19,17,25,16,23,16,14,28,21,23,19,28,23,25,20,23,18,23
2019-11-24,11,16,13,16,17,10,15,11,17,10,20,13,17,14,21,14,19,14,6,13,17,15,15,19,17,12,12,18,16,15,15,20,12,11,18,16,16,10,10,17,12,14,10,17,13,16,9,16,14,16
2019-12-01,15,21,16,23,21,14,22,7,25,22,23,17,25,23,27,25,26,22,14,20,22,28,23,31,28,17,10,23,23,21,28,29,19,16,27,17,26,12,15,27,19,20,14,30,20,27,17,20,21,20
2019-12-08,19,26,18,20,19,14,21,16,24,23,20,17,22,19,27,26,23,21,7,23,26,19,23,35,22,21,19,25,21,23,26,24,19,15,24,6,21,12,14,25,17,18,12,27,20,25,21,20,17,21
2019-12-15,15,20,17,16,19,13,20,22,20,18,22,14,20,21,23,22,24,19,10,23,35,15,18,30,23,15,11,24,19,21,18,33,17,12,20,20,22,14,12,21,14,17,8,25,16,18,19,18,13,21
2019-12-22,12,12,10,11,12,8,13,9,17,16,14,11,13,13,15,15,10,12,6,5,14,13,12,13,15,13,13,18,13,12,13,13,12,8,13,12,15,10,9,11,11,12,8,16,12,11,13,11,15,13
2019-12-29,18,22,15,18,18,13,20,17,17,11,18,16,20,22,23,19,21,17,8,16,23,19,18,12,23,16,7,20,17,18,19,30,16,11,24,21,19,13,12,20,15,15,12,24,17,21,15,17,17,20
2020-01-05,17,22,20,25,26,16,27,26,29,21,25,17,26,25,29,25,27,23,17,20,38,25,24,22,30,17,31,26,26,29,32,19,22,17,27,26,26,17,16,21,20,22,19,36,24,27,18,21,16,26
2020-01-12,19,22,21,23,22,14,23,19,27,21,27,20,30,24,30,28,27,24,13,17,31,26,26,31,31,24,25,27,23,24,27,26,20,17,28,21,26,14,16,22,23,19,17,27,23,23,20,20,19,26
2020-01-19,21,19,20,22,24,16,22,17,24,24,27,18,27,22,30,27,25,24,15,12,28,27,25,40,31,28,13,27,22,21,28,22,21,17,29,17,26,15,16,27,24,21,18,33,21,26,21,22,22,25
2020-01-26,19,20,17,23,27,15,29,18,25,24,31,18,29,21,35,24,25,24,14,22,28,29,26,47,32,23,24,33,24,21,29,28,20,17,28,10,27,18,16,26,21,25,16,31,22,30,25,23,20,29
2020-02-02,17,23,22,20,26,16,30,13,25,24,26,19,29,21,30,27,26,23,17,21,34,22,27,25,29,24,30,27,23,24,25,17,19,16,28,21,23,18,16,29,24,24,13,23,21,32,20,27,20,25
