Week,NV,NE,MA,MI,MN,NJ,MO,MT,NH,MS,NM,NY,NC,SC,OH,OK,OR,PA,RI,ND,SD,TN,TX,WY,VA,WV,VT,WI,WA,UT,AL,AK,AZ,CA,GA,DE,CO,CT,FL,AR,LA,IA,HI,ID,IL,KY,ME,MD,KS,IN
2022-07-31,18,20,15,20,19,14,21,13,17,19,17,15,26,19,29,26,24,21,16,18,32,25,26,22,30,19,14,23,21,29,28,17,20,16,27,13,21,13,17,37,23,21,19,26,22,25,15,20,17,25
2022-08-07,20,22,15,20,20,13,21,16,23,22,23,15,25,24,29,29,25,20,17,23,33,24,25,21,29,14,17,25,21,27,29,20,19,16,29,13,20,14,15,33,23,17,15,27,23,31,15,20,18,23
2022-08-14,19,22,16,20,17,16,24,19,22,22,28,15,29,26,33,25,26,21,13,24,38,30,25,34,28,17,0,27,20,26,26,15,20,18,26,18,21,15,16,34,22,23,13,25,20,28,18,20,20,23
2022-08-21,17,25,16,24,21,15,28,13,19,29,24,15,28,24,31,26,23,22,9,24,28,28,25,33,32,21,15,24,21,30,30,21,22,20,28,11,24,17,17,31,25,23,20,30,23,27,15,23,21,26
2022-08-28,22,22,16,21,25,17,29,13,16,26,23,16,28,26,29,27,22,23,13,21,31,27,28,28,30,14,19,27,20,24,34,24,19,17,27,16,24,16,15,29,24,21,14,32,24,26,19,22,20,23
2022-09-04,18,24,15,22,22,14,24,20,21,27,22,17,27,20,27,27,17,23,17,25,32,24,24,28,28,19,16,26,17,26,24,14,20,16,23,18,21,16,16,28,20,22,21,27,22,26,15,21,12,22
2022-09-11,21,24,15,21,24,16,26,23,19,22,24,17,28,27,31,26,26,24,16,25,26,25,27,31,30,20,15,31,22,28,33,24,20,16,28,15,23,18,17,33,25,21,11,22,22,29,17,22,17,24
2022-09-18,17,22,19,21,24,16,26,18,22,31,28,17,27,28,30,29,23,23,20,20,40,29,25,27,30,22,7,27,20,22,35,16,19,17,26,23,23,16,16,31,26,16,11,30,23,29,21,24,18,22
2022-09-25,18,26,18,22,24,13,26,12,18,22,28,15,28,22,29,26,24,22,13,27,31,23,25,30,28,13,18,26,22,23,29,21,20,16,26,15,21,17,11,32,21,21,16,29,20,28,16,21,19,24
2022-10-02,17,21,19,23,23,15,24,15,27,25,23,15,26,24,30,26,26,23,6,24,35,25,26,29,29,21,8,30,20,25,34,21,19,16,25,16,23,17,15,34,21,23,18,26,21,28,15,21,18,26
2022-10-09,16,22,16,21,23,16,26,19,21,26,23,16,26,24,29,30,25,21,20,28,29,23,26,36,29,19,14,29,20,27,27,31,19,16,26,27,22,14,15,28,28,21,16,25,21,31,20,21,18,22
2022-10-16,16,22,17,22,23,15,27,15,22,23,21,17,24,23,29,29,22,22,19,19,28,23,25,42,31,14,29,31,20,25,31,24,20,16,25,22,22,17,15,24,23,18,17,30,22,24,21,23,16,19
2022-10-23,16,24,18,20,26,16,24,13,24,26,25,17,27,22,30,25,24,20,22,18,35,25,26,30,30,21,15,24,18,25,25,24,19,16,24,12,23,16,15,25,23,21,11,32,22,28,15,22,17,24
2022-10-30,15,22,19,23,26,15,27,15,14,27,27,17,27,23,30,25,20,22,16,27,35,27,24,17,28,15,19,29,20,23,30,19,19,15,25,27,24,17,15,31,21,21,15,27,23,30,16,20,19,24
2022-11-06,13,24,16,19,24,13,27,21,24,26,25,15,25,27,29,24,20,20,21,16,32,26,26,21,28,19,11,29,20,28,28,25,15,16,22,20,25,17,14,26,21,24,18,33,21,27,18,23,15,20
2022-11-13,17,24,15,20,24,15,22,16,18,23,29,16,24,22,29,28,21,22,20,27,37,21,24,28,28,20,21,28,18,27,24,21,17,17,24,15,21,15,14,26,20,20,15,22,19,26,19,19,21,22
2022-11-20,10,14,10,16,13,11,16,18,13,14,14,12,17,13,19,16,17,15,13,17,24,17,14,22,16,12,0,22,13,18,16,14,13,11,15,8,15,11,10,16,14,11,9,16,15,18,12,12,12,14
2022-11-27,18,21,15,20,21,15,22,17,20,23,22,18,25,26,29,24,22,24,13,21,29,23,24,26,26,21,18,25,19,24,27,18,17,15,24,15,19,15,14,30,19,20,9,29,21,24,18,18,14,21
2022-12-04,15,22,16,21,22,14,23,15,24,22,20,16,23,19,29,27,21,20,17,24,33,24,22,23,26,20,15,28,19,19,27,11,18,15,21,11,21,18,14,35,18,19,13,27,20,24,26,23,12,22
2022-12-11,17,24,15,20,22,15,20,18,18,14,22,15,24,16,29,22,18,18,17,23,26,21,21,28,27,14,20,28,18,23,23,39,17,15,22,13,19,12,13,32,17,18,19,28,21,23,25,22,18,22
2022-12-18,13,17,11,15,18,10,14,12,16,13,20,13,18,15,22,15,15,16,12,8,18,15,16,22,20,13,13,18,13,20,14,16,15,11,17,15,17,11,12,18,10,13,10,16,16,14,10,16,9,16
2022-12-25,12,16,11,15,14,10,18,6,13,16,16,12,15,15,22,16,16,15,11,27,24,16,15,22,19,13,14,19,13,16,17,9,13,9,16,12,13,11,10,21,15,13,3,17,14,15,9,15,13,15
2023-01-01,17,22,15,21,23,15,23,18,22,15,25,16,25,18,29,22,26,23,17,18,35,27,24,15,28,17,14,27,19,27,28,21,16,14,26,27,20,15,14,28,21,18,17,23,21,25,14,21,17,22
2023-01-08,16,25,16,24,27,16,25,15,25,26,20,17,33,30,33,25,25,24,19,17,29,26,26,36,29,24,15,28,25,27,31,25,19,17,27,21,23,18,16,34,23,24,19,33,21,25,22,19,19,28
2023-01-15,21,20,16,24,25,16,26,21,21,23,26,16,28,28,31,29,25,25,22,25,40,29,28,31,30,21,21,29,21,26,32,25,20,15,27,18,24,16,16,33,23,24,12,27,24,26,28,22,19,25
2023-01-22,19,29,20,22,26,18,29,25,26,32,28,19,30,26,32,28,28,25,20,29,26,29,28,33,34,21,16,26,23,25,32,25,19,19,29,15,25,18,16,33,22,25,17,39,24,27,18,21,16,23
2023-01-29,16,27,16,24,27,17,26,22,16,26,26,21,31,27,33,22,23,25,19,20,28,26,25,31,34,24,13,31,25,31,32,25,19,17,27,19,25,22,15,24,22,24,18,33,24,33,18,23,21,28
2023-02-05,24,26,19,23,26,19,28,21,18,24,29,18,28,30,31,34,28,27,22,24,36,28,27,49,32,20,12,31,23,29,28,28,21,17,28,23,26,19,15,32,21,27,24,34,21,31,28,25,20,24
2023-02-12,18,17,17,22,26,16,25,16,26,22,29,16,29,28,30,23,24,23,23,21,42,25,26,36,30,17,14,28,21,31,27,26,19,16,25,20,22,17,14,29,20,20,20,22,21,23,21,23,17,25
2023-02-19,13,17,15,20,24,16,22,15,25,22,23,16,28,25,33,25,22,25,16,20,36,24,26,23,31,21,17,26,22,27,29,18,20,15,26,12,25,16,16,29,20,23,14,32,23,34,17,22,23,25
2023-02-26,19,28,18,24,26,16,26,19,26,29,19,19,26,23,32,26,25,24,20,17,34,30,25,32,30,20,16,29,22,29,31,23,19,16,28,17,25,17,14,39,22,22,14,27,23,33,20,22,19,25
2023-03-05,17,23,17,24,23,16,25,23,14,20,23,18,29,27,30,25,28,24,17,18,35,27,26,20,31,20,18,23,23,29,32,23,18,15,27,18,23,19,15,32,22,22,17,29,23,25,18,22,20,23
2023-03-12,19,22,16,21,27,16,22,23,21,22,19,17,28,28,30,21,24,22,10,27,40,26,20,35,28,17,20,24,21,25,30,23,17,15,24,14,23,15,14,35,21,17,15,28,20,26,20,21,9,25
2023-03-19,15,24,16,25,25,19,25,20,26,27,20,16,28,25,29,24,22,22,23,26,36,26,27,35,32,22,13,24,21,24,32,32,19,16,28,21,21,18,15,28,24,24,10,30,24,29,15,22,19,23
2023-03-26,16,27,18,20,24,19,22,13,26,23,26,16,28,21,30,26,22,23,23,31,36,29,25,27,30,16,4,24,22,23,29,22,19,15,25,21,24,16,15,36,21,22,16,33,24,29,21,22,17,21
2023-04-02,15,21,15,22,24,16,23,15,18,28,21,17,27,23,30,25,28,21,22,18,23,24,26,31,26,17,19,26,19,27,27,26,20,16,25,21,23,16,15,30,17,21,14,22,21,23,16,19,16,21
2023-04-09,17,22,16,23,24,14,26,19,23,22,25,15,27,23,29,30,27,20,21,25,32,23,24,34,29,18,18,27,22,26,31,19,19,16,28,16,22,15,15,36,21,20,17,30,22,28,21,17,18,23
2023-04-16,20,23,14,21,23,16,28,22,18,26,25,16,27,27,29,28,24,24,12,30,34,43,25,24,27,15,12,29,22,26,32,18,19,16,26,25,22,15,15,30,22,17,16,35,22,30,23,24,21,21
2023-04-23,18,22,15,22,24,16,27,18,14,26,26,16,28,25,31,25,23,24,21,24,48,38,26,34,30,23,22,27,21,26,30,20,19,18,23,22,20,14,15,26,22,21,16,29,22,26,21,22,18,25
2023-04-30,18,19,17,23,24,17,24,15,20,24,21,17,28,25,28,23,23,22,15,21,23,23,25,27,28,18,20,24,21,28,28,23,20,17,24,10,21,20,15,25,20,20,21,23,19,25,17,22,19,21
2023-05-07,17,21,14,20,22,14,27,22,22,22,20,16,27,21,28,21,24,21,22,29,23,22,23,22,27,20,13,29,19,22,30,19,19,17,25,15,19,14,15,34,20,22,16,24,22,24,18,19,14,23
2023-05-14,17,17,15,20,23,15,22,18,18,21,19,16,24,22,28,22,28,22,10,22,36,24,25,32,28,15,22,25,21,25,28,19,20,16,25,18,23,18,14,31,22,18,21,30,20,27,18,19,15,24
2023-05-21,14,16,15,21,21,13,23,21,15,19,19,17,24,25,25,22,20,21,14,19,32,23,24,21,30,24,29,24,21,27,30,7,18,17,25,22,21,15,14,27,22,19,23,28,21,25,23,18,17,20
2023-05-28,16,19,13,21,21,12,18,13,22,23,18,13,25,22,25,27,20,19,12,26,19,23,23,15,26,25,14,20,18,24,27,22,18,15,24,12,19,16,13,27,19,19,15,23,19,25,16,18,13,20
2023-06-04,19,27,14,19,21,16,23,18,24,22,24,16,28,18,30,25,21,21,17,17,31,21,24,15,24,19,14,23,20,27,27,18,19,15,26,21,21,15,14,31,19,22,11,26,19,25,23,21,15,23
2023-06-11,17,20,15,21,22,14,23,14,16,20,22,15,24,22,27,22,23,20,16,21,36,25,24,23,25,16,15,24,21,27,27,24,18,14,23,26,21,14,13,29,21,21,14,26,21,23,16,19,18,20
2023-06-18,17,17,12,21,23,16,21,12,14,27,26,13,24,22,25,24,18,20,19,22,26,21,24,21,26,16,11,20,17,23,29,19,19,14,22,18,19,19,14,28,18,17,13,22,18,27,20,16,18,21
2023-06-25,14,25,13,21,24,13,23,18,14,22,26,14,25,23,26,25,24,20,13,18,26,22,24,36,28,22,17,24,19,26,33,20,20,14,23,16,18,15,14,27,21,23,11,24,21,23,14,19,21,22
2023-07-02,18,20,12,20,18,11,19,22,14,21,24,14,23,21,25,19,18,19,15,23,27,21,23,25,22,17,27,19,17,24,25,17,16,12,22,12,16,14,12,24,16,18,15,24,19,20,8,18,15,19
2023-07-09,20,21,14,21,21,15,25,23,18,24,24,15,27,22,26,29,19,22,17,24,31,27,25,20,31,17,21,27,18,24,32,18,19,16,26,18,20,15,15,32,22,20,18,26,21,29,16,19,18,21
2023-07-16,18,17,15,20,21,15,21,22,15,19,18,16,27,25,27,24,25,20,26,29,41,26,25,20,26,16,13,24,17,26,32,13,19,15,20,20,19,14,14,32,20,21,15,26,20,24,16,15,16,20
2023-07-23,17,26,14,20,22,14,25,16,17,27,20,14,28,22,31,24,21,20,9,18,24,26,26,32,28,16,17,23,20,26,29,28,18,15,25,16,23,15,15,28,21,17,17,30,22,30,20,17,22,22
2023-07-30,14,25,14,20,22,15,22,15,20,27,24,17,27,20,28,25,28,21,12,22,24,22,25,26,27,20,14,23,20,27,31,23,20,16,23,16,21,15,15,30,21,20,11,19,20,27,13,21,19,23
2023-08-06,17,23,15,22,24,15,24,15,24,26,24,17,28,22,26,27,28,23,18,29,35,24,24,37,27,19,16,22,19,27,30,18,18,17,27,16,20,14,15,31,19,22,6,29,21,29,20,17,17,20
2023-08-13,18,20,15,21,24,14,22,13,19,25,25,14,28,26,31,25,21,22,24,18,23,25,24,32,29,15,19,23,19,26,31,22,18,17,28,14,21,16,16,35,21,21,17,31,22,30,15,15,16,20
2023-08-20,13,21,15,22,23,14,27,25,18,29,30,16,28,27,32,26,21,22,15,21,24,27,28,14,28,19,17,25,19,28,28,28,21,17,29,17,21,16,16,30,26,24,19,26,23,29,14,22,20,27
2023-08-27,19,21,17,21,22,15,28,17,13,25,25,17,26,25,32,29,25,24,19,23,29,26,25,29,30,16,17,24,19,21,31,27,21,16,26,23,23,17,15,29,27,20,22,29,22,28,11,23,20,22
2023-09-03,16,21,17,21,24,15,23,16,23,25,27,17,30,24,28,26,22,23,17,27,40,22,24,24,24,13,17,21,20,27,29,11,19,15,24,15,21,13,15,26,24,21,20,27,22,30,18,21,17,21
2023-09-10,19,25,16,20,26,16,27,17,27,26,27,18,30,30,29,26,25,21,17,10,27,27,26,29,31,26,20,22,19,27,31,15,19,15,27,17,24,19,17,29,24,22,19,26,22,31,19,23,19,26
2023-09-17,18,22,19,22,25,16,26,14,16,27,31,17,27,24,31,25,23,26,17,27,36,24,25,24,28,19,25,28,19,27,34,21,20,15,25,20,22,17,16,32,19,18,19,29,22,29,17,21,16,24
2023-09-24,18,22,15,21,23,14,26,15,18,32,29,18,29,26,32,26,24,22,18,18,32,22,26,35,29,26,34,26,23,27,31,22,21,16,26,18,23,16,14,28,21,23,17,26,23,28,16,22,25,23
2023-10-01,13,21,16,23,25,17,25,23,13,26,27,17,30,25,28,22,23,22,17,24,37,24,23,8,25,24,12,27,21,28,34,26,18,15,27,23,27,17,15,34,23,25,16,26,23,22,20,22,20,24
2023-10-08,18,23,16,20,20,14,24,20,29,33,23,17,27,26,31,24,20,22,18,25,26,24,24,30,28,23,27,25,20,23,29,24,16,15,27,14,22,17,15,19,18,23,15,24,22,28,17,23,17,21
2023-10-15,17,19,19,21,21,17,21,19,21,23,14,16,28,25,29,31,25,22,20,27,49,23,24,26,27,23,16,25,19,28,32,25,21,16,23,14,23,15,15,35,23,22,19,34,23,26,20,20,15,21
2023-10-22,15,18,19,20,24,14,23,24,25,38,22,16,29,24,29,25,23,20,18,28,29,25,24,21,30,16,13,27,19,25,31,22,18,15,26,22,25,17,16,29,25,19,15,25,22,23,14,19,17,22
2023-10-29,15,24,17,21,26,16,23,16,16,22,24,19,27,22,31,26,24,24,22,17,39,26,23,24,30,26,19,25,21,26,32,28,19,17,26,15,24,23,14,30,21,22,10,26,22,26,24,21,18,22
2023-11-05,20,30,16,23,24,13,27,20,23,30,26,17,31,23,32,30,24,23,17,40,26,26,26,30,28,15,15,29,21,32,31,28,19,17,27,15,24,18,15,43,19,23,17,35,22,33,19,26,18,25
