Week,NV,NE,MA,MI,MN,NJ,MO,MT,NH,MS,NM,NY,NC,SC,OH,OK,OR,PA,RI,ND,SD,TN,TX,WY,VA,WV,VT,WI,WA,UT,AL,AK,AZ,CA,GA,DE,CO,CT,FL,AR,LA,IA,HI,ID,IL,KY,ME,MD,KS,IN
2021-03-07,6,6,12,9,10,6,11,23,10,8,10,8,10,8,10,9,11,9,7,8,8,9,9,0,9,2,13,10,9,8,7,8,9,9,9,10,9,8,8,9,8,8,5,14,9,9,14,11,10,9
2021-03-14,9,8,12,10,13,9,9,9,8,6,12,9,10,10,10,7,12,9,2,10,7,9,9,7,10,12,28,10,9,10,7,7,9,10,8,14,9,9,8,6,8,8,7,8,9,10,10,10,8,11
2021-03-21,13,13,12,10,14,8,12,13,12,8,11,9,10,8,13,12,10,10,9,6,11,12,11,10,10,6,11,10,13,10,10,12,10,12,10,11,12,11,9,9,8,9,4,7,10,10,15,12,10,13
2021-03-28,9,8,11,8,11,7,9,6,10,8,9,7,9,8,13,12,9,9,8,5,10,9,10,10,9,9,9,9,10,10,10,19,9,9,9,9,10,9,7,11,10,7,14,12,10,14,12,12,8,11
2021-04-04,10,9,11,8,13,8,11,8,8,9,12,9,10,8,10,10,9,10,8,13,12,10,11,12,9,11,20,10,9,9,8,6,10,10,9,4,9,10,8,8,8,9,11,11,9,9,12,11,9,10
2021-04-11,9,8,10,10,10,8,11,7,9,11,10,9,10,7,12,11,13,10,15,12,18,10,10,0,10,9,18,9,10,9,8,9,9,10,9,9,11,8,9,11,9,9,11,5,10,11,12,12,10,10
2021-04-18,12,8,9,11,11,8,11,6,11,7,13,8,11,8,12,11,12,10,7,8,17,12,11,12,9,7,13,10,10,8,11,7,10,10,10,3,11,12,9,13,8,8,10,7,9,16,7,12,7,10
2021-04-25,12,7,10,9,11,7,9,9,10,10,5,10,11,6,11,11,13,10,4,8,18,13,11,0,9,6,5,11,10,10,9,7,10,10,10,10,9,8,8,13,8,8,14,6,9,12,7,10,10,9
2021-05-02,10,9,12,8,12,8,11,6,8,7,8,9,10,8,10,8,14,9,6,4,14,11,10,6,10,9,16,10,10,7,7,14,11,10,9,10,8,8,8,10,7,9,16,12,9,9,9,13,11,11
2021-05-09,9,8,9,8,11,7,12,12,9,10,8,8,10,7,13,8,13,10,9,7,11,9,11,15,11,9,17,12,10,8,9,0,10,10,9,7,10,9,8,11,10,7,6,7,9,10,13,12,6,9
2021-05-16,7,10,12,9,10,7,11,11,9,9,10,9,9,7,11,11,13,8,7,15,10,9,9,11,10,5,19,11,8,10,9,10,8,10,9,10,9,9,8,8,8,8,7,10,9,10,11,11,8,11
2021-05-23,9,8,11,7,10,7,9,8,9,9,7,8,9,9,11,13,11,10,9,9,6,8,9,0,10,3,10,9,9,9,9,8,12,9,10,9,12,8,8,9,8,4,13,8,9,11,12,10,7,7
2021-05-30,9,10,9,8,9,7,9,4,14,5,5,7,11,9,10,10,12,9,5,11,3,9,9,5,10,8,18,10,10,11,8,8,11,10,9,3,12,7,8,8,9,5,7,10,8,11,9,9,9,8
2021-06-06,7,8,8,9,9,7,11,5,10,8,6,9,11,6,11,9,14,9,5,10,4,8,11,11,10,16,6,10,9,13,9,9,9,10,11,8,9,10,8,11,8,11,13,9,8,7,12,11,7,9
2021-06-13,11,9,12,8,7,8,12,7,15,8,11,8,11,8,10,8,11,8,7,6,12,10,11,7,9,11,14,11,12,7,8,13,11,10,9,3,10,9,8,4,7,9,7,4,9,14,11,11,9,11
2021-06-20,9,10,7,10,11,7,10,9,8,6,9,8,11,10,11,9,17,9,14,6,12,8,11,0,9,10,14,8,9,8,10,10,9,9,9,6,9,7,9,7,8,13,10,9,8,9,16,12,11,10
2021-06-27,7,4,8,8,9,7,10,7,12,10,7,7,9,8,11,9,9,9,8,6,13,12,9,0,8,5,16,10,9,8,10,17,9,9,10,7,9,9,9,10,8,8,15,10,10,8,16,13,7,9
2021-07-04,7,9,10,9,12,7,9,7,7,8,8,7,9,9,11,10,11,7,5,5,10,11,9,0,10,6,11,9,12,7,10,12,9,10,8,7,12,8,8,7,10,6,8,7,8,8,10,11,10,9
2021-07-11,9,10,11,9,10,7,7,10,9,7,6,7,10,10,10,10,12,10,7,4,6,10,10,0,10,9,18,10,11,9,9,7,11,10,7,5,8,7,8,10,9,7,15,7,8,12,5,8,9,8
2021-07-18,7,9,8,10,10,7,10,7,12,7,9,8,8,7,10,10,8,11,11,7,10,11,10,7,10,8,5,8,9,8,11,10,11,10,9,11,8,8,8,12,9,7,6,8,8,11,6,9,6,9
2021-07-25,8,6,10,9,11,6,9,5,10,13,9,8,11,9,11,11,10,9,7,9,16,10,10,10,11,11,9,12,9,9,9,12,12,10,11,6,10,10,9,8,10,9,9,4,9,13,12,10,13,9
2021-08-01,6,9,9,8,12,8,9,7,9,3,7,8,9,6,10,13,11,9,4,0,14,10,9,10,11,13,16,10,10,10,11,19,9,10,9,8,10,7,8,8,9,6,10,6,8,10,10,13,13,10
2021-08-08,10,10,9,9,11,8,9,10,5,11,9,8,9,7,10,9,11,10,3,7,9,11,11,0,10,8,9,8,9,9,9,7,11,11,10,11,11,10,8,7,7,7,6,4,9,11,12,10,7,7
2021-08-15,8,6,9,10,10,9,9,17,6,8,9,8,10,9,9,10,8,9,7,9,19,9,9,13,9,4,12,9,9,9,7,9,9,9,10,6,9,8,8,11,9,6,6,6,9,11,14,13,6,10
2021-08-22,6,7,10,10,9,8,9,4,15,7,8,8,9,9,10,14,9,12,8,5,4,10,9,4,9,11,12,9,9,8,10,9,12,9,10,6,8,8,7,9,9,6,11,11,9,11,11,10,8,9
2021-08-29,7,6,8,9,13,6,11,7,3,9,5,7,10,7,11,9,10,8,9,12,10,10,9,0,9,6,16,10,8,8,12,0,11,10,10,4,8,9,7,11,3,8,7,10,10,11,13,10,13,8
2021-09-05,9,8,9,7,12,8,11,13,11,9,8,8,12,8,12,10,9,9,7,4,0,10,10,6,9,9,7,10,9,11,8,9,9,9,8,10,10,10,8,8,7,5,0,6,9,11,12,10,14,9
2021-09-12,9,11,9,8,8,7,10,5,13,9,9,8,9,8,10,9,11,8,11,3,9,9,10,10,10,7,16,10,8,10,11,8,9,11,9,15,10,9,9,11,7,8,6,11,9,9,10,12,11,10
2021-09-19,8,11,10,10,13,8,10,7,9,12,6,8,11,7,13,7,11,11,10,6,11,11,12,15,12,3,14,10,9,9,9,19,11,11,10,5,11,10,9,9,8,8,8,10,9,14,9,13,11,11
2021-09-26,8,8,10,8,11,7,11,13,9,9,9,9,10,10,9,13,12,11,5,10,18,12,10,17,9,11,0,10,9,9,9,27,11,11,10,7,11,7,7,7,9,8,15,7,10,11,11,14,10,10
2021-10-03,9,11,10,9,13,9,11,16,14,8,9,9,11,9,11,12,13,12,13,3,5,13,11,7,10,14,11,11,11,12,13,8,9,10,8,10,10,10,8,9,9,9,7,8,10,11,12,11,9,11
2021-10-10,12,15,10,10,10,8,12,10,6,9,8,8,12,9,13,11,15,11,14,13,0,12,12,12,11,6,11,12,10,7,10,13,10,10,11,5,12,9,9,7,9,9,11,7,10,11,15,10,12,9
2021-10-17,9,13,10,9,12,9,12,10,9,9,9,9,11,8,15,11,13,11,7,14,17,12,12,0,12,17,17,12,9,10,7,9,11,10,11,14,12,10,10,11,9,8,10,10,9,11,10,13,9,11
2021-10-24,7,5,10,9,11,9,10,7,10,11,12,8,11,9,13,11,14,12,5,4,9,11,11,0,11,12,14,13,13,8,13,11,11,10,11,8,12,11,9,10,11,11,20,9,12,13,9,13,10,12
2021-10-31,5,9,11,10,9,7,11,10,12,6,12,9,10,8,13,9,14,11,10,13,9,12,12,11,9,5,17,12,9,9,13,6,11,10,11,6,11,10,9,11,11,6,7,6,10,11,9,13,10,10
2021-11-07,9,6,12,8,14,7,10,15,11,10,8,10,10,8,12,10,12,11,7,10,5,11,10,24,11,16,6,11,9,10,10,11,9,11,11,7,9,10,9,8,10,10,10,9,10,10,11,11,12,12
2021-11-14,9,9,12,10,13,8,12,10,11,11,8,9,10,11,12,9,17,12,14,12,12,9,11,9,11,6,14,12,11,9,9,5,11,11,10,4,10,10,9,8,9,7,18,9,10,13,6,12,9,9
2021-11-21,8,14,10,9,9,7,10,8,11,8,6,8,9,11,11,5,9,9,0,0,6,10,9,0,8,12,14,12,8,9,6,5,8,10,9,5,10,8,8,6,9,6,11,6,9,13,12,9,8,8
2021-11-28,9,7,11,10,10,7,9,12,8,12,11,9,13,8,11,10,9,11,6,16,11,11,10,6,11,14,16,14,10,8,6,9,10,10,9,7,12,9,9,10,11,6,7,10,11,15,0,12,12,11
2021-12-05,12,7,11,10,13,7,13,8,14,7,11,10,10,11,12,10,14,12,9,7,9,11,12,0,9,14,14,11,9,14,9,11,9,10,10,8,10,7,8,7,9,10,9,9,11,12,11,11,9,9
2021-12-12,8,9,12,9,12,7,11,11,13,8,5,9,8,10,10,10,11,10,6,11,6,11,11,5,10,14,0,8,10,9,14,6,7,11,11,20,12,7,8,9,10,8,12,6,10,15,12,13,8,14
2021-12-19,9,9,8,8,11,7,8,5,6,10,4,7,9,7,8,9,11,10,11,0,6,8,8,9,8,6,0,8,6,7,9,12,7,9,8,8,8,11,7,8,6,6,8,7,7,7,6,10,6,6
2021-12-26,6,7,8,8,8,6,9,3,8,6,13,6,9,7,10,7,8,9,8,4,11,7,9,8,9,13,7,10,7,9,7,9,7,9,9,9,9,7,7,8,9,6,2,4,8,6,13,9,11,9
2022-01-02,13,13,11,10,10,8,11,11,10,9,7,10,12,13,12,10,13,11,8,3,0,10,11,15,11,12,19,10,10,10,11,13,10,10,10,5,9,9,9,7,6,6,11,6,10,9,21,12,7,9
2022-01-09,6,14,11,11,11,10,11,12,8,9,9,10,11,8,11,9,12,9,7,0,6,8,12,24,11,15,6,14,12,7,7,8,10,10,9,5,9,11,8,6,11,13,8,8,12,13,11,11,12,11
2022-01-16,9,5,11,10,11,8,10,15,9,7,21,10,10,8,12,12,12,10,8,11,20,10,10,4,11,17,15,10,12,8,9,15,11,10,10,7,12,10,9,11,11,5,8,6,11,13,7,12,10,13
2022-01-23,14,10,12,9,13,9,11,10,10,10,16,10,12,10,12,14,14,12,15,22,22,12,12,8,13,16,22,12,10,10,13,17,12,11,12,13,11,10,8,10,10,13,5,10,12,11,18,13,10,11
2022-01-30,13,10,13,12,11,10,12,7,14,9,15,10,12,13,11,9,19,14,9,9,7,13,13,15,12,16,18,10,12,10,13,8,12,12,12,15,11,14,9,11,10,9,9,11,13,11,14,12,9,12
2022-02-06,13,13,16,16,15,13,15,13,9,11,15,14,18,14,17,17,18,17,9,9,17,17,17,18,15,15,36,14,17,13,15,23,16,15,17,15,17,18,14,12,12,9,19,11,17,19,14,19,16,13
2022-02-13,15,12,12,12,13,11,14,13,10,13,10,11,14,11,13,12,15,13,9,12,14,13,12,13,15,10,21,15,12,10,13,11,11,12,12,10,12,14,10,14,10,13,20,10,12,13,12,14,11,14
2022-02-20,11,11,12,11,13,11,14,12,10,8,12,11,15,10,13,11,17,13,10,13,10,14,12,25,13,12,19,12,12,12,13,5,10,13,12,16,14,11,10,12,12,10,13,7,13,15,18,15,12,10
2022-02-27,10,10,13,12,13,11,14,9,11,4,18,11,14,11,14,15,16,14,7,13,10,15,14,16,14,12,17,15,12,14,12,11,11,12,12,7,12,12,9,11,11,10,12,6,13,13,12,14,10,11
2022-03-06,13,13,13,10,13,10,11,11,12,15,14,12,12,12,13,11,15,13,10,14,10,12,12,8,11,9,20,13,11,14,12,9,12,13,14,7,14,10,9,12,10,10,16,9,12,15,11,15,13,12
2022-03-13,13,11,13,11,8,10,12,8,16,10,12,11,12,10,13,9,14,13,7,7,17,11,11,16,11,15,19,14,12,11,11,14,11,13,12,7,14,11,10,12,11,9,12,10,11,16,19,14,9,11
2022-03-20,9,10,12,12,13,9,13,19,14,10,12,11,13,10,12,16,17,14,11,10,7,13,12,21,13,11,18,11,11,12,12,24,13,13,15,7,12,13,11,10,11,8,11,9,13,12,18,13,14,13
2022-03-27,16,13,14,11,15,11,13,10,13,10,10,12,12,12,15,12,14,13,8,11,13,12,13,9,13,15,17,13,13,12,15,15,13,12,14,12,12,12,10,11,13,10,9,10,12,14,12,14,10,13
2022-04-03,13,15,13,12,13,10,14,15,13,14,13,11,14,10,15,14,17,14,11,8,12,14,13,12,14,13,26,14,12,14,12,16,14,13,10,14,13,12,11,13,12,11,13,7,13,14,13,15,13,13
2022-04-10,12,14,14,10,12,11,11,8,10,10,16,10,13,10,15,13,14,12,11,9,12,14,12,10,13,13,16,13,12,13,15,14,12,13,14,14,15,11,10,13,10,13,10,11,13,15,11,15,13,13
2022-04-17,12,14,12,14,14,10,13,13,15,11,18,12,13,13,14,16,15,13,8,5,10,15,14,12,13,12,12,17,12,14,12,21,12,13,13,13,13,12,11,14,11,11,10,8,13,13,15,14,14,14
2022-04-24,10,18,13,15,16,10,12,12,17,9,13,11,13,10,15,15,16,15,14,11,17,14,13,14,12,12,20,14,13,11,17,10,12,13,15,10,15,14,10,12,11,11,15,14,15,11,17,15,13,13
2022-05-01,13,15,13,11,14,9,13,10,11,13,13,11,13,10,13,14,16,13,16,15,6,16,13,9,12,12,17,12,12,11,11,14,12,13,14,9,12,10,9,10,12,7,6,13,12,12,13,12,13,11
2022-05-08,11,13,15,10,12,10,11,11,6,12,12,11,11,9,13,14,13,13,10,7,8,15,13,14,14,10,27,12,13,13,9,15,13,14,12,11,13,9,10,10,9,9,10,11,11,14,15,12,13,10
2022-05-15,13,9,13,12,13,8,13,5,13,11,10,10,11,12,13,11,17,12,7,6,12,15,12,18,13,10,17,13,12,11,13,8,12,13,12,12,12,9,11,9,12,10,13,8,12,13,13,12,8,13
2022-05-22,12,11,11,12,14,8,12,13,13,8,6,11,12,11,12,11,15,13,14,9,13,13,12,0,13,16,14,13,11,11,13,9,13,12,12,10,13,12,10,11,8,10,10,12,11,10,3,13,11,10
2022-05-29,10,11,11,10,13,10,10,16,13,9,11,9,11,12,12,10,14,11,11,8,11,11,12,8,12,6,18,13,13,10,10,8,11,11,11,10,9,12,9,11,10,9,14,11,11,12,13,11,9,11
2022-06-05,12,8,12,11,14,8,13,8,13,12,8,10,13,13,14,10,15,11,9,14,12,13,11,6,12,16,11,13,12,12,12,10,11,11,12,5,13,13,10,10,10,9,11,10,11,12,10,12,11,11
2022-06-12,13,14,13,10,10,10,11,10,8,2,10,10,13,11,13,11,12,12,11,3,10,11,13,14,11,13,15,13,12,12,11,8,11,12,13,10,12,11,11,12,12,12,10,13,12,15,10,11,8,11
2022-06-19,10,10,12,13,13,9,14,8,14,10,15,10,12,9,13,15,15,11,14,13,9,13,13,7,11,10,14,10,10,11,14,15,10,14,12,10,13,10,11,11,11,8,14,9,11,15,7,13,11,8
2022-06-26,16,17,17,14,15,13,16,11,14,16,16,13,17,13,19,20,18,14,14,11,14,19,19,18,15,20,17,14,15,14,16,14,21,19,16,0,19,11,14,14,13,13,21,12,18,19,18,17,13,17
2022-07-03,11,13,9,11,13,8,12,5,10,14,9,10,12,9,12,16,14,14,10,8,20,12,13,6,13,12,9,13,12,8,13,16,13,12,11,6,13,12,11,11,8,9,12,7,14,13,9,14,10,11
2022-07-10,12,13,11,12,13,9,12,15,7,13,10,10,12,8,15,13,15,13,9,21,10,16,13,7,12,15,13,12,11,10,15,26,12,13,13,8,12,11,11,11,10,8,10,9,13,16,9,14,12,10
2022-07-17,15,7,10,12,12,11,12,13,16,14,9,10,13,12,13,14,13,14,9,7,8,13,14,12,14,12,24,13,13,13,10,7,12,12,12,8,11,11,11,12,11,10,8,10,13,15,13,12,12,11
2022-07-24,9,12,12,12,13,10,10,11,6,12,12,11,12,12,12,10,13,12,5,13,9,17,13,0,10,13,13,12,13,13,12,13,14,12,14,10,11,13,10,14,11,8,15,7,12,14,3,14,12,11
2022-07-31,11,9,10,10,14,9,11,10,8,14,12,11,14,10,12,14,13,13,11,9,20,11,13,20,13,8,16,11,11,12,12,13,12,12,11,10,11,12,10,13,13,7,17,10,13,13,6,13,10,10
2022-08-07,17,14,13,11,14,10,12,12,15,11,11,11,10,13,16,13,14,12,8,11,8,15,13,3,12,20,13,11,14,15,8,0,11,12,13,9,11,12,10,9,10,7,16,11,12,15,10,13,13,13
2022-08-14,11,12,12,12,12,8,11,11,10,13,9,11,13,10,12,11,15,13,7,5,7,14,12,6,13,11,7,11,8,13,13,3,15,12,13,6,13,9,10,7,11,9,10,7,13,13,9,14,12,12
2022-08-21,11,13,11,13,13,10,12,11,14,9,15,9,13,13,12,12,12,13,9,7,9,15,14,10,10,12,12,11,13,10,12,8,12,12,13,13,15,11,10,8,9,8,12,8,13,10,6,10,13,14
2022-08-28,10,13,11,10,14,11,12,10,10,11,9,10,15,11,16,13,13,12,13,11,7,15,13,8,12,8,9,13,12,11,12,15,11,13,17,10,13,12,11,11,13,13,10,10,12,15,12,14,12,11
2022-09-04,11,11,10,10,12,10,13,13,13,11,7,10,11,10,14,13,9,11,6,16,10,15,13,19,10,16,17,12,12,13,11,17,13,12,14,13,12,11,11,10,11,11,16,8,11,14,11,14,12,12
2022-09-11,13,12,13,12,12,8,11,11,16,10,15,10,14,11,14,15,14,12,3,5,10,14,14,14,12,15,12,13,13,12,13,16,11,13,15,8,13,12,11,9,11,8,11,11,12,14,14,13,12,11
2022-09-18,11,11,14,13,14,8,11,12,11,11,12,11,13,14,14,16,14,14,10,9,15,14,12,5,12,12,15,15,12,14,14,14,13,13,12,14,13,11,10,10,14,10,17,10,13,13,17,15,12,15
2022-09-25,16,15,16,14,14,11,16,22,10,16,12,11,14,14,17,14,20,14,11,15,5,17,14,17,14,9,13,16,13,13,12,8,14,14,15,12,15,12,11,13,13,12,11,12,15,16,12,15,15,12
2022-10-02,14,11,12,13,16,11,13,14,13,13,14,10,14,8,14,18,14,14,11,9,15,14,14,6,12,13,18,14,11,11,9,21,13,14,13,11,13,10,10,13,16,13,11,10,13,15,13,14,12,12
2022-10-09,11,14,14,12,14,10,13,11,14,12,11,11,15,11,16,11,16,15,8,14,12,13,14,10,12,14,14,12,14,11,12,18,13,13,15,6,13,13,11,13,12,10,16,10,14,15,11,14,14,12
2022-10-16,13,10,14,12,13,8,11,10,14,12,12,11,14,12,16,11,14,14,12,8,15,13,12,10,12,18,16,16,13,14,12,10,12,13,13,7,13,12,11,10,11,10,16,10,12,12,18,14,14,12
2022-10-23,12,12,14,13,14,11,14,14,7,11,14,11,13,10,19,15,16,15,14,0,8,14,13,12,13,17,17,14,12,9,12,16,11,14,12,12,11,14,11,12,11,10,9,11,13,14,12,14,14,11
2022-10-30,14,13,15,12,17,11,16,12,14,13,13,12,13,12,16,10,14,13,13,10,19,12,12,6,14,11,9,15,13,14,13,6,11,13,13,8,11,13,11,13,11,11,11,10,14,14,12,14,18,13
2022-11-06,12,12,15,12,13,11,14,11,14,10,12,12,13,10,13,10,14,12,13,8,7,14,12,9,13,12,13,14,11,15,13,13,11,13,12,11,13,12,11,9,11,8,7,6,12,14,13,16,12,14
2022-11-13,13,12,15,11,15,10,12,9,11,13,12,11,14,12,16,12,15,13,10,21,13,15,13,11,13,15,15,16,13,10,13,17,12,13,12,10,13,13,10,10,10,11,11,9,13,13,16,15,11,12
2022-11-20,12,13,13,8,11,8,10,7,11,5,12,10,11,9,12,11,14,10,5,9,16,8,10,10,10,8,12,12,13,10,11,4,11,10,11,9,11,11,9,10,8,7,12,9,10,12,9,10,11,8
2022-11-27,10,13,11,13,15,9,13,7,13,10,7,11,10,7,13,11,15,15,13,2,18,14,12,15,12,15,16,14,10,11,11,11,11,13,13,10,15,13,9,9,12,11,14,11,12,11,12,12,10,10
2022-12-04,13,16,14,11,15,11,13,10,10,13,9,12,13,12,15,14,18,13,13,14,11,13,12,14,13,15,11,15,12,12,12,7,12,12,13,6,12,13,10,11,12,11,12,9,14,8,19,12,11,12
2022-12-11,11,12,14,12,15,9,12,9,14,10,16,12,13,12,16,12,16,13,9,11,6,10,11,11,12,13,13,13,12,13,10,14,11,12,11,16,14,11,10,9,10,11,13,11,13,12,13,12,9,12
2022-12-18,9,8,11,10,11,8,11,10,9,7,11,9,9,10,12,11,14,10,12,9,12,12,10,0,10,10,3,9,10,9,12,5,8,10,10,9,10,10,8,11,8,9,3,7,10,9,12,13,6,10
2022-12-25,9,8,11,10,10,8,11,7,8,9,12,9,12,10,11,13,12,11,7,10,11,11,10,5,11,10,7,10,10,10,7,14,9,10,12,5,10,10,8,11,11,8,6,7,11,11,8,11,11,12
2023-01-01,18,12,17,15,17,13,16,10,13,16,12,14,18,15,23,13,18,18,15,18,19,18,17,10,16,15,18,20,15,14,14,15,14,15,15,22,16,17,13,14,14,15,12,11,16,19,18,18,17,18
2023-01-08,13,15,12,13,12,10,14,10,14,12,11,11,14,13,15,13,15,14,13,10,13,15,13,8,13,14,12,16,13,13,11,16,12,10,15,3,12,11,10,9,10,11,14,10,12,11,15,13,11,11
2023-01-15,12,16,12,13,15,10,14,5,11,11,10,12,12,7,13,12,16,14,13,12,14,12,13,12,14,13,13,15,11,14,12,11,13,14,12,13,12,12,11,8,12,7,19,11,13,13,15,14,9,12
2023-01-22,14,11,13,13,15,11,12,17,13,9,9,11,14,12,14,17,15,14,9,12,11,14,13,17,15,13,12,14,12,14,13,17,12,13,13,13,14,13,10,11,11,11,15,13,13,14,18,13,11,12
2023-01-29,12,12,15,14,17,11,14,11,9,13,13,12,15,12,16,17,21,14,10,15,13,16,14,12,13,15,17,17,15,15,15,21,14,14,15,10,14,14,12,13,13,13,10,15,13,15,17,14,12,13
2023-02-05,12,12,15,12,17,12,14,14,12,8,16,12,14,14,16,15,16,14,11,17,10,17,13,14,14,16,13,13,15,12,11,13,11,14,14,12,18,14,12,12,11,14,11,9,15,15,17,17,12,12
2023-02-12,10,12,12,14,13,10,14,14,10,13,11,12,14,11,14,17,15,14,16,13,15,15,13,17,11,11,24,14,14,11,11,8,13,14,15,10,12,13,10,13,13,10,11,10,13,15,15,15,11,13
2023-02-19,14,13,14,12,15,12,14,8,12,8,13,12,13,12,17,12,16,15,16,10,12,14,14,12,12,15,10,15,15,14,12,21,13,13,14,11,15,14,12,12,11,11,14,11,15,14,21,14,13,12
2023-02-26,11,14,14,15,16,11,13,16,8,15,15,12,13,13,15,13,16,14,13,15,9,16,14,8,13,16,17,14,15,15,12,5,13,14,16,8,15,13,11,13,13,11,11,9,13,18,23,15,11,12
2023-03-05,13,11,15,14,16,10,14,11,18,12,15,11,14,13,15,11,17,15,9,11,13,14,13,17,15,16,17,17,14,12,12,20,14,14,13,16,17,13,11,10,12,8,17,7,14,14,10,16,10,11
2023-03-12,11,14,13,13,15,11,15,11,13,11,13,11,12,10,15,14,18,14,12,16,11,15,11,11,13,16,30,13,12,12,13,7,12,14,14,9,14,14,10,13,9,11,14,13,12,14,19,16,9,14
2023-03-19,12,13,14,12,17,11,12,16,14,12,16,12,15,15,17,12,15,15,13,6,11,14,12,8,15,23,16,18,13,12,11,23,13,14,13,11,17,12,11,6,5,10,12,12,14,14,21,15,14,15
2023-03-26,14,14,15,13,16,10,13,15,12,10,13,11,16,11,16,13,15,16,8,19,13,17,14,9,14,15,19,12,13,10,12,9,14,13,13,9,15,14,11,14,15,9,16,13,14,15,19,13,13,14
2023-04-02,12,13,14,12,15,10,15,12,18,10,10,12,14,14,15,16,18,13,14,13,17,15,14,22,15,9,13,16,13,11,14,13,14,14,14,10,15,14,11,13,13,10,14,14,13,14,18,15,10,12
2023-04-09,11,10,14,12,15,10,13,14,14,12,12,13,13,9,15,14,13,15,12,5,11,13,13,9,14,14,16,15,13,13,10,14,12,14,16,13,14,10,11,13,12,10,12,13,14,16,17,17,13,11
2023-04-16,16,16,14,14,14,11,13,15,12,8,19,12,15,13,16,16,17,15,7,17,7,14,14,21,15,10,11,16,13,11,16,8,13,14,14,9,12,14,10,14,14,9,15,12,14,16,20,14,16,14
2023-04-23,14,16,14,12,16,12,18,11,14,10,11,13,15,10,17,14,17,13,11,9,14,13,14,14,13,14,13,14,14,11,13,9,14,13,14,18,14,13,11,15,13,10,11,11,12,17,17,14,12,14
2023-04-30,12,14,14,13,15,11,14,19,10,12,18,13,14,10,16,16,15,14,14,8,14,15,15,9,14,8,17,15,13,11,11,20,14,13,14,17,13,13,12,13,14,12,16,12,15,15,18,16,11,12
2023-05-07,14,14,12,13,15,11,12,12,14,11,12,12,16,10,14,14,16,14,13,11,10,16,14,6,14,13,7,15,14,14,11,11,15,14,12,10,15,13,12,13,14,9,14,10,14,14,15,17,14,11
2023-05-14,11,9,13,12,15,10,12,9,12,9,15,12,12,12,16,12,14,12,9,7,17,14,13,0,13,15,25,14,13,10,9,13,12,13,12,10,13,13,11,9,11,9,11,11,13,16,13,12,8,12
2023-05-21,10,12,14,13,13,9,11,15,8,14,12,11,13,11,14,9,16,14,12,9,0,13,13,8,12,10,15,15,13,11,12,9,13,13,13,17,13,11,11,10,13,10,17,10,12,16,17,13,10,13
2023-05-28,10,8,10,11,12,9,13,11,12,12,7,9,11,10,13,13,13,12,10,6,15,14,12,0,11,16,8,14,14,10,12,9,11,12,13,7,11,11,10,11,9,8,9,8,12,12,11,11,7,12
2023-06-04,11,12,13,12,15,9,11,10,14,12,10,10,13,9,15,11,16,14,11,9,21,11,13,16,11,8,16,14,11,11,10,16,13,12,14,11,14,13,11,12,9,12,11,11,13,14,14,15,10,14
2023-06-11,11,13,12,12,12,10,14,12,12,12,11,11,14,12,14,14,13,12,9,7,10,14,12,13,12,11,15,12,13,13,12,4,12,12,13,8,15,9,11,12,14,9,9,7,12,12,12,11,11,10
2023-06-18,12,9,12,13,13,10,14,11,7,11,9,11,14,13,14,10,12,13,11,7,9,12,13,7,13,8,11,11,11,12,15,10,15,12,13,10,14,12,11,13,14,8,5,12,13,14,15,14,12,13
2023-06-25,10,14,11,13,15,9,12,0,11,13,9,10,14,11,15,11,17,13,14,15,5,12,13,0,13,16,17,15,12,10,14,0,14,12,12,8,12,9,12,13,10,9,8,11,11,13,16,16,12,13
2023-07-02,11,12,10,11,12,8,12,11,11,12,9,10,12,8,16,13,10,11,9,12,10,15,11,18,13,10,10,12,13,9,12,6,11,12,14,7,11,11,11,11,13,9,9,10,12,12,16,13,10,10
2023-07-09,12,15,13,10,11,10,14,11,8,14,12,10,12,11,16,13,16,13,11,8,9,13,15,10,12,10,13,14,12,7,13,6,13,13,15,6,13,13,10,13,13,8,7,14,12,15,16,14,11,12
2023-07-16,10,8,9,12,12,9,14,12,15,10,14,11,13,13,14,12,13,13,10,15,16,15,15,9,13,11,10,15,11,13,13,14,10,13,12,8,13,10,11,13,14,7,12,7,12,13,11,14,10,14
2023-07-23,12,12,12,12,13,10,14,12,12,11,14,10,13,12,15,12,14,14,8,15,17,16,13,14,13,15,24,13,14,10,13,11,12,12,15,15,14,12,11,13,12,8,10,11,12,14,17,13,11,14
2023-07-30,9,13,14,12,17,11,13,13,15,12,12,11,13,10,13,13,14,12,7,14,7,13,14,7,13,13,19,13,13,9,11,16,12,12,13,11,15,11,11,17,13,8,11,9,13,13,6,15,15,14
2023-08-06,9,12,14,14,16,10,14,13,15,14,13,11,13,12,18,12,16,15,9,11,12,14,15,11,14,13,12,17,13,13,12,14,15,12,16,11,13,12,12,13,13,9,15,10,12,16,15,15,10,15
2023-08-13,10,13,12,12,13,11,12,12,12,14,10,12,14,10,15,14,15,13,15,21,7,15,14,13,12,12,14,14,13,10,13,14,11,13,14,13,14,14,11,13,12,9,19,11,15,14,17,13,13,12
2023-08-20,10,13,11,11,13,10,11,11,13,11,13,10,13,11,14,13,16,12,15,16,7,15,14,0,14,13,12,14,11,9,11,7,14,12,16,7,16,10,12,14,12,9,14,12,12,14,11,12,9,12
