Week,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2021-03-21,80,37,87,65,79,84,89,65,44,67,79,84,81,82,86,80,72,54,85,83,88,84,79,61,77,68,55,81,98,78,57,84,86,73,82,85,80,94,72,77,67,46,83,84,64,75,90,55,90,56
2021-03-28,86,52,82,53,76,86,81,58,41,69,61,77,80,87,80,77,74,49,70,79,91,75,79,69,78,73,51,73,70,81,70,79,75,65,83,93,84,91,83,72,71,47,81,83,51,77,86,78,85,52
2021-04-04,80,77,93,81,83,82,90,69,42,63,74,57,82,79,70,80,83,47,63,79,98,79,79,59,84,66,55,79,86,75,60,77,78,60,78,83,84,87,63,74,73,45,79,84,43,73,84,76,86,61
2021-04-11,82,69,86,75,86,84,78,61,44,71,83,71,85,91,85,84,83,57,71,88,93,85,79,57,85,75,66,85,80,82,66,82,80,97,85,84,85,94,79,80,65,50,82,84,53,80,78,78,93,40
2021-04-18,92,50,91,81,100,91,84,77,44,69,77,68,85,91,82,88,80,55,72,93,79,84,84,64,81,67,65,89,82,85,68,88,77,52,81,78,95,93,44,70,60,56,81,87,96,79,84,86,86,47
2021-04-25,88,49,78,76,84,88,80,73,41,71,81,65,82,80,81,85,85,55,74,84,88,83,75,62,89,67,63,100,72,80,53,82,81,80,83,71,92,88,90,78,58,48,79,74,42,74,90,68,88,78
2021-05-02,79,53,86,73,72,87,83,74,42,64,78,83,83,83,67,78,89,45,70,83,81,77,82,67,81,71,60,83,68,83,72,78,76,58,79,80,85,84,79,76,64,51,80,70,83,85,84,78,83,43
2021-05-09,84,55,91,66,77,85,89,57,39,61,68,77,83,87,93,75,81,42,41,83,81,77,73,54,72,81,46,86,82,80,65,78,77,65,76,84,74,89,76,75,51,52,78,79,58,66,84,81,91,54
2021-05-16,78,59,88,59,80,81,90,65,38,66,60,68,75,81,79,64,68,49,62,89,83,76,77,62,74,69,47,93,67,77,64,74,78,55,73,78,85,82,73,72,72,47,76,92,57,77,89,64,85,86
2021-05-23,83,55,96,66,83,79,75,67,42,64,72,61,71,82,73,71,70,45,65,80,83,74,77,64,77,71,48,82,100,75,72,80,84,75,73,75,89,85,73,69,32,43,77,75,45,75,82,65,80,28
2021-05-30,81,53,86,70,84,81,79,44,41,66,63,59,72,81,74,69,77,44,54,78,88,76,81,59,80,55,70,77,82,77,66,78,77,56,77,76,80,85,68,73,100,51,77,76,32,77,85,75,81,27
2021-06-06,75,32,84,72,79,78,73,59,43,68,55,71,82,84,80,61,83,46,70,75,86,72,69,68,73,71,57,73,77,76,63,76,77,64,80,71,90,78,68,83,57,53,76,75,45,73,85,66,74,42
2021-06-13,93,69,84,72,75,83,81,51,43,65,61,69,81,84,66,76,77,48,51,81,85,74,72,60,73,49,51,80,84,79,66,79,78,68,80,66,86,87,62,75,59,50,75,81,79,77,86,77,79,27
2021-06-20,82,56,87,61,90,80,81,76,44,66,70,77,71,78,73,84,70,48,66,74,80,71,72,51,76,83,57,76,67,79,59,78,79,53,81,77,71,84,71,68,45,51,77,86,53,79,73,62,85,46
2021-06-27,83,70,92,67,83,78,71,74,41,67,89,68,84,80,76,91,72,50,66,83,82,80,81,58,78,76,61,84,71,71,67,72,76,59,82,70,72,85,74,66,56,43,76,72,44,70,72,73,92,47
2021-07-04,78,47,94,72,81,86,85,67,44,66,71,54,78,84,71,77,77,52,72,84,90,80,78,66,75,58,58,78,86,77,61,77,78,33,83,90,88,81,65,76,63,48,79,82,51,71,80,72,84,61
2021-07-11,87,42,91,70,81,79,84,67,42,71,70,69,84,90,81,79,68,46,65,82,92,71,72,65,80,81,61,84,76,73,69,78,81,43,80,76,77,84,60,70,68,49,81,81,69,79,84,65,74,56
2021-07-18,85,53,96,67,79,83,73,65,43,74,76,76,76,97,77,71,88,50,56,85,83,71,83,69,80,64,52,80,77,75,82,75,80,55,76,82,87,80,74,72,52,46,80,83,65,75,88,78,82,71
2021-07-25,85,28,90,68,79,84,70,61,44,71,72,71,74,81,65,82,80,46,67,84,80,76,78,69,84,54,47,89,65,76,80,79,88,65,80,85,76,84,73,75,54,52,82,86,74,79,80,64,77,43
2021-08-01,93,68,91,63,82,82,74,68,42,77,90,75,76,84,85,81,76,52,62,81,91,73,78,55,80,66,52,86,87,76,71,74,78,60,80,85,87,90,81,73,53,54,83,87,58,83,78,72,80,26
2021-08-08,82,44,97,69,78,84,74,59,45,70,70,59,76,86,77,85,69,52,65,79,92,75,78,77,77,76,61,92,81,78,57,79,79,77,81,91,81,89,77,79,74,51,86,82,68,78,81,88,86,37
2021-08-15,91,47,92,77,81,88,86,58,44,72,84,76,81,79,77,84,81,55,65,80,79,74,70,68,76,55,52,78,75,77,66,80,83,50,87,84,84,87,66,85,53,49,85,80,72,78,84,73,87,47
2021-08-22,85,56,87,81,85,79,84,82,44,73,84,63,78,91,71,80,86,53,60,80,89,77,76,72,93,90,56,80,63,83,60,80,84,63,88,93,75,89,44,80,61,53,83,92,52,79,86,76,87,43
2021-08-29,85,40,92,73,82,83,83,78,44,70,80,67,89,81,86,68,76,48,79,79,85,82,80,66,89,78,49,81,85,77,65,74,79,67,83,85,87,88,99,80,70,52,82,81,66,81,75,81,79,73
2021-09-05,89,71,92,81,79,75,93,71,46,77,98,63,91,83,81,77,88,48,66,87,88,85,83,74,89,75,57,76,83,85,61,82,85,46,79,84,96,93,81,67,79,52,83,91,63,84,85,65,82,51
2021-09-12,93,75,97,74,86,83,83,72,46,81,74,75,81,89,85,88,85,50,75,95,88,83,83,75,87,84,66,79,95,84,68,83,88,62,86,86,92,90,74,85,91,50,85,89,42,88,85,75,86,77
2021-09-19,86,62,92,73,91,90,100,91,47,77,69,75,87,90,74,70,84,52,73,88,83,87,80,84,88,59,71,82,83,83,64,84,86,73,86,92,94,86,84,76,53,49,84,92,75,81,87,94,89,62
2021-09-26,80,100,91,69,80,92,89,52,45,66,74,89,83,89,73,83,89,55,64,84,81,77,74,66,78,78,62,76,72,78,74,78,81,47,82,81,93,88,91,78,62,57,83,96,60,83,86,78,79,55
2021-10-03,84,48,91,71,80,78,79,59,44,74,73,66,80,88,82,69,84,53,57,75,89,83,86,66,84,45,65,77,76,76,80,81,84,61,85,90,85,97,68,75,53,54,81,83,67,77,80,80,81,42
2021-10-10,85,64,92,66,78,87,84,83,48,74,74,80,79,87,89,79,87,48,74,89,85,74,81,68,79,56,65,87,83,83,69,84,87,77,90,98,90,89,82,87,74,50,81,93,62,77,84,80,90,42
2021-10-17,86,56,88,80,79,87,98,75,46,70,67,80,79,91,75,79,85,48,66,87,87,76,80,74,86,69,60,80,72,72,68,84,84,77,79,91,85,93,65,79,60,51,80,74,53,80,88,77,86,88
2021-10-24,99,87,89,70,79,79,78,66,42,76,68,74,79,90,94,76,83,51,85,81,83,79,83,65,80,75,68,78,65,74,58,78,81,63,83,91,93,89,70,71,72,52,81,74,100,78,83,72,87,36
2021-10-31,74,54,81,70,82,82,85,81,44,66,75,87,79,89,67,68,77,47,78,81,87,78,73,63,80,68,53,87,75,74,68,72,85,60,83,82,94,84,88,74,64,54,79,80,74,80,79,80,82,58
2021-11-07,92,78,81,76,79,83,77,69,44,68,70,58,78,87,100,86,79,49,67,76,83,80,73,65,75,79,66,83,81,79,69,80,85,63,84,75,84,84,92,71,61,54,82,84,50,75,87,85,90,76
2021-11-14,90,70,90,76,81,84,72,65,44,70,62,83,88,90,76,91,78,54,72,73,87,76,78,77,84,91,59,90,75,78,71,85,87,66,81,88,86,92,76,73,67,49,80,81,51,77,93,94,82,82
2021-11-21,77,74,70,63,70,73,65,40,35,59,59,68,69,70,74,69,64,47,65,67,77,71,64,56,65,60,48,73,61,70,70,72,75,82,70,67,66,72,61,76,53,46,67,75,40,62,73,70,73,41
2021-11-28,100,59,85,76,84,84,68,51,44,70,83,87,84,79,87,88,84,47,74,86,86,77,87,58,90,60,58,80,82,78,55,73,82,56,85,78,93,94,73,79,65,49,83,87,52,78,85,74,89,59
2021-12-05,89,75,80,76,76,86,81,59,41,71,81,69,85,83,76,76,85,50,65,85,82,80,73,71,89,84,56,75,88,85,62,80,89,71,86,77,89,92,81,75,60,51,81,81,58,84,81,80,88,59
2021-12-12,75,37,78,73,72,76,80,67,39,64,59,60,80,87,73,84,74,44,72,75,84,80,69,65,74,73,75,67,70,76,60,80,76,62,80,84,76,89,68,75,64,52,74,65,47,75,84,64,87,70
2021-12-19,65,45,74,58,64,73,70,62,34,57,53,72,73,75,56,72,63,42,51,69,74,68,64,53,68,68,55,76,55,64,55,66,66,36,71,60,66,78,60,69,35,41,67,69,31,69,73,54,73,34
2021-12-26,64,47,74,56,67,77,67,52,36,61,77,68,71,79,69,70,69,45,64,67,77,75,63,64,66,66,58,69,63,66,66,74,70,68,70,69,72,79,73,70,47,44,67,74,55,69,69,62,77,31
2022-01-02,95,74,84,89,76,83,85,50,41,68,59,68,78,97,79,78,74,42,67,90,87,84,84,62,82,64,49,78,81,84,67,83,88,68,87,85,80,83,85,76,56,47,75,87,45,78,86,100,88,53
2022-01-09,83,80,88,66,81,82,83,57,41,70,73,68,87,84,74,69,87,43,61,87,83,85,73,62,93,90,55,86,83,80,66,87,79,67,80,74,96,88,83,77,88,50,74,74,59,78,86,85,82,46
2022-01-16,81,61,93,58,78,87,84,81,39,71,73,72,76,86,78,97,78,44,58,89,82,88,79,69,76,79,56,89,81,76,76,81,70,84,79,80,88,80,74,67,57,47,69,69,48,79,88,79,82,60
2022-01-23,87,61,91,74,79,86,86,77,40,71,81,65,88,95,73,85,82,50,72,90,90,84,83,63,87,33,64,90,73,80,74,86,92,100,82,89,87,91,78,76,99,56,84,93,53,86,91,81,85,63
2022-01-30,91,76,98,74,83,92,87,62,44,70,75,72,86,85,84,81,73,51,78,90,89,73,76,79,83,84,62,80,73,85,72,85,89,58,70,69,96,95,77,81,65,56,79,84,51,75,93,72,100,61
2022-02-06,93,80,80,94,79,91,95,98,47,84,85,89,97,99,81,88,96,59,73,87,90,89,92,80,97,72,78,80,72,83,80,93,97,80,94,99,89,92,93,83,44,55,88,96,47,84,93,87,93,62
2022-02-13,90,51,84,84,80,97,90,78,45,77,58,76,85,94,86,82,87,55,69,94,87,80,80,69,94,80,52,92,90,86,65,86,89,69,91,90,90,94,81,75,75,56,86,100,52,85,93,84,91,25
2022-02-20,99,62,86,77,85,100,96,87,47,81,90,75,88,90,91,87,86,53,61,95,91,84,91,84,96,78,58,90,78,85,73,89,79,86,93,75,97,97,69,99,65,55,87,84,60,77,89,85,96,45
2022-02-27,95,97,92,83,83,94,92,77,47,86,83,96,100,93,81,94,100,54,81,90,98,100,90,80,100,94,64,88,88,100,63,94,94,77,95,100,92,99,96,87,70,55,92,98,46,99,100,98,92,71
2022-03-06,91,47,88,80,86,82,89,69,46,83,78,90,90,96,97,81,80,58,71,90,100,86,80,76,82,80,55,96,83,87,75,91,94,85,93,95,94,93,89,75,54,54,88,81,59,83,91,89,95,69
2022-03-13,90,42,76,84,85,89,93,68,40,69,78,80,86,89,75,75,86,55,72,90,95,82,82,65,86,77,60,85,81,78,71,91,91,78,89,91,95,100,70,79,52,51,78,84,86,77,87,90,93,31
2022-03-20,94,68,88,81,78,84,99,61,45,77,73,90,93,92,95,76,83,48,67,100,95,83,82,84,90,45,49,90,83,79,58,88,94,73,93,85,92,95,87,74,78,53,82,90,78,78,93,89,89,55
2022-03-27,88,90,91,78,75,87,90,63,49,73,87,80,87,93,90,80,84,47,66,89,91,88,81,78,93,66,62,84,72,81,75,87,89,60,87,86,93,94,74,73,63,53,84,83,69,81,78,80,90,52
2022-04-03,91,86,85,79,80,90,80,87,44,70,69,72,95,94,89,85,83,56,70,95,87,92,90,79,84,64,67,81,83,78,71,86,82,63,89,76,95,98,89,72,68,55,83,88,57,80,83,76,94,71
2022-04-10,93,65,91,83,82,83,86,64,44,75,84,70,85,84,78,87,89,51,55,78,79,82,84,72,85,82,59,90,82,75,65,84,83,65,92,92,80,85,72,79,57,49,80,85,59,73,81,90,90,80
2022-04-17,95,74,100,81,81,85,84,77,48,78,100,82,90,87,83,85,88,57,70,83,83,91,84,82,89,75,66,94,80,82,70,86,91,69,92,86,100,94,84,78,77,56,81,91,64,82,96,83,100,67
2022-04-24,96,70,86,77,83,89,83,74,44,80,73,75,89,91,97,88,83,55,90,80,94,90,84,73,87,66,64,86,73,92,70,89,91,67,87,88,85,98,100,80,75,52,84,83,66,82,80,81,95,65
2022-05-01,83,61,77,79,78,83,81,77,45,73,61,66,88,85,89,84,74,49,78,89,78,83,82,69,82,84,66,77,80,84,73,87,86,45,86,96,92,88,71,74,56,52,82,87,54,78,85,84,89,63
2022-05-08,86,58,88,74,78,84,84,57,45,72,77,78,82,77,80,83,79,57,75,85,84,82,72,68,84,80,62,88,70,80,64,86,85,74,77,84,86,85,86,75,70,49,82,79,68,71,82,65,84,73
2022-05-15,92,58,79,59,78,81,73,66,43,63,47,72,75,85,74,72,74,52,57,87,80,73,78,53,77,50,56,79,82,79,67,83,78,73,75,77,84,80,75,72,54,50,77,89,45,72,91,66,83,53
2022-05-22,81,77,84,62,73,73,75,71,39,62,60,64,74,80,81,68,78,49,75,77,76,70,72,60,73,70,61,76,78,74,67,82,72,72,78,71,84,84,63,78,41,47,74,78,42,70,81,86,80,58
2022-05-29,72,40,86,73,75,75,70,60,38,66,61,64,70,71,73,65,70,50,62,77,77,67,64,66,74,63,59,85,60,73,59,78,75,60,71,72,84,72,77,78,52,47,74,76,44,68,77,75,73,37
2022-06-05,87,45,81,67,75,82,74,64,42,69,73,56,79,73,63,80,77,44,61,79,80,73,68,61,77,70,53,85,68,77,68,79,79,62,82,81,82,82,68,75,63,45,77,72,35,70,80,78,78,50
2022-06-12,80,45,87,68,76,77,89,66,43,66,90,68,79,82,80,65,76,47,60,78,78,73,67,63,79,74,55,72,57,72,56,82,81,50,72,80,79,87,72,72,48,48,75,84,48,71,80,72,74,61
2022-06-19,83,51,84,64,77,81,76,69,43,64,69,81,82,83,72,77,78,49,60,81,76,75,61,66,71,64,58,75,69,75,60,73,87,80,78,89,75,82,80,76,60,48,78,85,39,71,78,70,76,46
2022-06-26,79,70,85,69,75,79,80,56,44,65,60,76,82,85,83,77,81,46,57,86,80,75,79,60,82,60,66,84,78,78,70,75,78,64,81,74,76,83,60,73,56,48,80,84,35,71,76,69,87,36
2022-07-03,78,75,87,76,80,78,82,63,44,72,57,70,77,76,73,73,69,50,72,82,81,69,78,62,81,75,54,84,63,67,69,80,82,53,82,90,79,90,75,79,57,49,79,91,50,66,77,71,90,72
2022-07-10,84,55,85,64,76,90,87,61,44,78,52,68,86,86,77,77,81,51,54,76,85,76,76,69,83,51,52,81,64,79,60,76,86,57,91,82,82,95,48,75,67,54,80,87,55,76,82,76,80,40
2022-07-17,86,68,89,68,81,88,86,57,44,79,72,77,81,94,75,70,83,56,47,83,79,78,74,68,88,67,68,76,60,76,67,78,79,58,83,87,78,90,59,79,64,49,79,86,65,80,78,68,83,89
2022-07-24,89,54,92,69,78,85,78,40,45,68,52,73,82,86,70,80,84,53,55,80,86,74,78,60,82,71,51,74,69,81,69,80,86,50,85,81,74,87,65,85,51,50,86,95,69,76,78,88,91,26
2022-07-31,90,57,90,74,82,80,83,68,44,71,85,69,86,84,72,70,77,62,66,77,84,75,74,41,80,63,53,74,76,79,69,78,86,74,82,85,86,88,79,71,79,50,83,81,45,74,77,72,83,44
2022-08-07,84,33,88,68,81,87,71,48,44,73,82,71,85,78,71,82,86,60,77,88,85,76,74,72,77,62,66,96,64,79,67,80,80,31,83,83,82,89,62,73,72,49,80,71,54,80,83,69,76,42
2022-08-14,89,70,89,71,84,81,76,70,45,67,74,61,84,81,72,67,85,52,66,81,84,75,82,62,79,55,66,83,64,72,70,79,85,67,81,90,88,83,81,84,53,48,79,84,59,74,78,68,77,43
2022-08-21,95,61,87,81,89,91,73,78,46,74,87,79,85,87,80,78,82,58,58,83,85,76,79,70,88,50,56,65,68,80,74,83,80,66,86,86,88,90,74,88,66,53,80,84,66,79,82,85,85,56
2022-08-28,97,41,84,88,71,88,76,51,44,73,57,72,81,84,79,70,75,48,62,82,84,78,82,74,89,65,62,81,61,79,76,81,85,68,85,84,76,88,63,73,78,53,75,80,55,79,86,79,82,57
2022-09-04,79,62,85,73,73,80,75,56,42,70,59,77,77,78,71,77,78,50,59,83,84,76,82,81,80,76,55,70,66,78,65,80,76,66,88,77,82,88,72,69,54,47,77,79,68,73,81,73,79,6
2022-09-11,98,83,84,82,79,75,79,69,45,70,71,81,84,87,89,73,81,52,73,79,81,76,81,80,81,55,61,81,69,73,84,80,80,64,87,85,85,83,62,76,51,49,82,81,57,80,81,71,76,35
2022-09-18,81,69,83,82,82,87,84,62,46,74,51,89,86,90,80,96,89,56,71,86,84,79,89,73,78,86,59,91,63,78,78,84,91,49,84,88,86,91,71,72,72,51,86,85,60,75,79,90,89,56
2022-09-25,76,49,91,74,81,80,74,79,34,67,80,83,81,78,82,78,79,49,65,79,80,72,68,83,81,73,65,73,65,81,75,81,78,48,81,84,86,80,61,66,54,47,81,86,47,76,83,76,83,38
2022-10-02,85,65,81,80,77,83,78,64,45,67,88,82,80,93,81,80,81,54,69,94,84,74,81,68,82,64,58,79,82,73,64,80,88,55,81,83,86,87,63,79,72,48,75,80,56,75,79,73,93,44
2022-10-09,88,59,87,75,80,91,80,61,45,66,83,84,86,85,75,92,77,47,75,83,84,76,85,77,81,73,61,78,67,75,73,86,75,89,83,84,79,89,64,77,78,52,82,85,53,75,82,70,88,56
2022-10-16,83,57,83,70,81,83,81,73,43,70,69,67,83,82,92,80,73,45,86,82,80,76,82,66,85,52,65,83,78,83,78,83,82,60,82,83,90,85,66,69,62,53,74,92,96,72,85,75,90,46
2022-10-23,85,81,85,68,76,77,87,67,44,63,81,57,83,85,87,69,72,52,75,87,79,80,75,76,79,62,48,77,77,77,63,80,82,58,85,85,75,86,71,74,66,52,76,82,50,76,77,78,85,56
2022-10-30,74,57,81,80,74,71,80,73,42,65,68,56,84,80,72,68,69,54,73,89,80,73,79,67,79,58,55,72,89,74,75,83,80,54,87,80,86,86,78,73,69,50,75,78,50,72,73,77,82,38
2022-11-06,77,79,78,74,74,80,81,77,37,68,75,65,77,84,85,76,76,48,69,78,76,74,68,55,82,57,43,71,79,75,56,82,73,41,80,77,88,82,70,74,70,44,77,86,54,70,78,69,80,52
2022-11-13,76,56,79,76,75,77,87,58,42,69,84,66,79,76,81,83,73,40,77,81,82,70,75,64,76,75,65,69,74,78,70,81,77,60,76,80,80,80,72,75,81,47,70,87,38,69,80,71,86,54
2022-11-20,72,70,68,56,63,68,66,49,36,55,61,53,66,72,65,69,70,39,63,70,65,62,70,51,64,68,47,65,56,67,57,70,65,42,64,66,71,72,57,61,63,41,61,55,11,60,77,54,65,79
2022-11-27,89,62,74,71,75,86,75,60,44,70,81,71,79,89,83,74,84,55,62,82,82,81,77,71,84,79,63,78,92,80,60,78,90,74,88,73,94,88,64,81,73,56,79,77,64,72,79,75,79,66
2022-12-04,80,43,77,75,75,87,79,72,41,65,78,77,81,88,84,70,72,55,75,78,82,85,78,61,88,78,64,82,80,76,64,85,76,54,85,84,82,90,65,81,55,50,77,89,76,75,88,81,84,41
2022-12-11,80,59,76,66,78,81,76,64,40,67,58,83,84,95,89,73,78,48,58,81,80,79,77,61,79,57,58,86,82,72,69,85,81,56,91,81,83,82,86,79,54,48,72,89,54,70,74,64,84,64
2022-12-18,60,63,73,55,68,64,76,63,37,58,90,53,68,69,57,52,60,40,66,64,73,69,72,59,62,57,47,67,63,74,56,76,65,48,64,68,70,66,54,69,70,45,59,80,55,66,69,57,74,40
2022-12-25,72,51,75,62,67,66,65,58,36,55,59,80,73,72,75,77,66,40,54,70,72,71,66,66,83,56,43,76,60,68,56,67,65,51,75,66,76,69,53,55,47,38,67,70,51,67,81,52,76,20
2023-01-01,87,51,89,73,72,89,71,70,42,71,65,70,87,84,89,93,77,54,68,83,87,75,77,56,93,73,62,61,86,79,69,83,83,61,88,68,92,92,70,70,64,55,76,75,52,78,86,86,82,47
2023-01-08,83,60,86,63,73,87,86,85,44,69,72,91,87,87,82,88,92,53,73,90,86,86,95,80,90,66,65,86,83,84,70,86,89,57,88,87,88,92,61,85,66,52,84,93,79,75,95,81,99,67
2023-01-15,90,68,78,78,73,84,80,86,46,74,75,91,88,98,100,80,79,57,80,84,86,87,94,83,95,80,67,77,75,84,68,87,91,64,94,81,83,90,89,89,71,60,78,89,61,83,93,79,94,61
2023-01-22,89,76,87,81,82,82,79,81,45,73,85,76,94,95,100,94,86,48,68,94,85,81,90,69,85,77,72,78,63,89,68,87,100,63,86,82,82,92,77,83,59,58,86,86,44,80,90,77,89,60
2023-01-29,95,86,81,60,85,87,84,74,44,73,78,80,87,95,78,74,80,61,83,91,84,89,85,66,86,78,59,81,83,79,76,85,89,64,88,80,93,95,92,78,78,54,76,83,68,84,83,90,94,76
2023-02-05,95,62,88,77,77,88,85,55,43,72,87,81,89,84,86,93,86,60,77,91,91,81,82,64,82,79,63,96,78,83,74,84,89,53,92,90,92,95,66,78,60,55,84,94,72,79,92,91,90,44
2023-02-12,81,61,76,69,81,91,82,89,41,70,66,83,86,82,83,78,73,51,75,84,79,80,80,66,90,88,57,85,70,74,62,79,88,55,86,82,91,87,64,78,62,60,80,83,49,75,89,87,89,55
2023-02-19,93,66,89,81,75,85,83,90,45,73,82,76,95,92,84,81,84,53,64,92,83,70,85,64,98,93,73,91,74,78,83,88,91,84,100,86,87,99,82,79,73,56,87,94,55,84,84,88,87,66
2023-02-26,93,65,91,74,74,86,80,82,47,81,74,68,94,88,98,81,79,56,81,95,87,82,92,72,87,74,67,93,97,89,66,87,89,67,94,86,86,95,85,79,86,53,84,90,64,81,92,84,97,62
2023-03-05,92,61,85,87,80,88,90,76,44,68,70,93,91,93,82,77,85,48,76,91,96,91,96,71,83,61,68,78,86,86,80,88,95,58,90,87,82,92,89,83,79,56,85,92,70,82,93,88,94,64
2023-03-12,86,59,82,75,80,76,76,89,40,70,82,74,90,77,87,70,86,55,65,85,85,86,78,69,85,76,58,75,91,84,68,90,89,47,92,83,94,87,66,70,73,55,75,96,48,75,91,76,83,63
2023-03-19,96,69,88,69,91,95,97,81,43,71,60,58,93,87,72,91,82,54,65,91,95,89,88,75,91,63,71,85,90,82,86,94,90,76,92,93,92,95,85,78,53,55,83,88,59,79,87,90,96,69
2023-03-26,99,46,88,83,70,81,89,66,45,71,65,76,83,91,93,85,82,56,68,92,93,87,86,69,95,67,62,88,91,81,73,91,91,54,97,93,83,96,87,81,54,53,82,83,55,77,84,89,89,57
2023-04-02,90,55,80,74,79,86,77,70,43,67,84,82,81,83,77,86,71,51,71,76,86,84,88,69,82,70,61,77,75,78,64,79,84,55,87,76,85,86,71,74,72,52,81,71,63,69,85,81,87,40
2023-04-09,85,86,85,95,76,83,74,61,41,69,90,69,79,85,82,85,78,54,56,75,85,79,81,69,81,94,67,85,83,71,69,79,83,56,81,80,86,86,73,73,62,54,80,81,55,77,85,68,91,59
2023-04-16,92,54,91,72,77,78,94,58,45,71,80,73,83,100,82,79,84,54,66,79,90,85,77,84,87,57,66,82,67,83,74,85,91,69,85,78,84,89,72,73,77,53,86,82,60,69,87,76,93,73
2023-04-23,87,71,89,78,78,83,86,76,44,72,61,60,87,87,84,87,87,47,70,82,85,82,80,66,81,73,65,76,80,80,73,87,94,59,89,68,79,86,78,74,95,46,82,85,57,77,82,93,81,64
2023-04-30,91,66,82,72,76,86,84,100,41,69,74,72,87,85,85,80,75,49,80,90,89,75,82,76,82,60,63,78,77,74,82,85,79,64,83,83,83,90,80,66,77,50,80,86,60,79,83,80,95,50
2023-05-07,78,43,85,71,71,77,79,72,40,64,82,65,83,77,84,71,75,52,69,85,77,80,84,65,79,69,73,87,84,77,61,85,78,54,76,83,84,85,71,73,59,47,76,79,54,68,78,77,90,48
2023-05-14,81,48,84,65,80,88,75,51,43,66,65,75,82,87,83,64,75,49,72,83,80,75,70,66,79,55,51,74,71,75,72,75,78,66,80,81,75,82,79,72,58,47,73,81,52,70,76,78,90,39
2023-05-21,92,48,79,68,76,76,76,74,43,63,72,73,74,79,68,61,67,42,65,81,74,80,79,62,81,71,57,71,68,71,69,75,75,50,75,68,83,83,80,70,52,48,75,78,50,63,75,71,79,42
2023-05-28,76,73,92,66,73,83,73,81,39,64,58,50,71,75,73,67,70,49,60,77,78,75,70,68,68,75,47,76,58,73,70,78,81,53,72,77,86,72,61,76,49,50,71,87,43,66,73,70,68,49
2023-06-04,84,60,86,69,79,82,82,74,41,66,77,72,73,79,71,80,72,47,58,77,82,70,75,67,80,65,71,70,60,66,67,75,79,66,79,81,91,79,66,69,49,49,73,80,67,65,81,70,66,74
2023-06-11,89,52,84,71,74,73,81,62,42,71,80,75,79,89,80,84,69,50,71,79,76,71,71,68,81,63,63,69,67,67,70,79,74,65,76,70,84,81,69,76,59,56,76,71,50,67,80,64,86,46
2023-06-18,88,60,86,76,74,77,80,57,43,64,78,76,79,76,73,77,79,50,58,81,75,72,63,60,73,68,55,67,57,74,51,75,78,49,72,71,77,86,61,71,53,46,75,82,41,71,74,68,72,54
2023-06-25,86,50,86,76,73,79,76,57,44,64,64,67,77,77,75,65,86,47,74,83,81,74,82,55,81,79,57,83,72,73,60,79,77,56,76,78,79,82,73,65,39,48,78,79,63,68,80,79,84,37
2023-07-02,82,53,85,81,73,77,73,67,41,69,78,72,75,85,82,79,75,51,49,78,79,75,71,61,81,59,66,85,65,68,74,76,83,47,78,76,76,77,66,74,62,54,76,83,60,73,81,65,80,67
2023-07-09,84,57,85,72,75,79,85,56,44,68,65,68,76,81,84,77,75,45,64,84,84,75,77,61,79,74,61,77,74,74,64,74,78,54,76,69,78,87,71,73,59,50,77,69,47,73,79,49,74,74
2023-07-16,76,44,84,74,72,72,62,72,42,69,74,63,70,79,74,72,85,49,60,79,74,77,67,66,73,79,52,69,63,73,67,76,81,46,77,82,77,86,83,67,40,49,74,78,36,72,71,67,82,35
2023-07-23,78,56,78,78,75,78,72,61,43,71,69,85,74,77,76,71,78,50,72,82,77,73,70,70,83,57,62,80,73,72,66,74,79,75,80,85,82,88,57,78,52,51,75,74,74,70,70,76,84,53
2023-07-30,80,45,85,70,71,75,73,55,38,67,83,73,70,90,77,75,67,48,58,66,75,67,83,69,78,56,61,75,95,69,63,75,76,56,77,81,81,89,63,75,60,49,77,84,45,76,77,84,79,55
2023-08-06,88,39,84,77,76,76,76,50,43,67,60,82,77,75,70,77,89,55,63,87,85,74,69,71,80,71,57,94,75,76,63,77,80,34,75,82,91,79,67,81,63,56,71,81,59,72,73,75,76,63
2023-08-13,84,66,82,78,73,80,74,61,42,72,46,73,74,78,78,78,77,50,61,79,75,73,75,68,74,62,54,79,79,72,58,78,78,44,79,79,80,80,60,74,39,55,78,81,28,66,75,90,75,61
2023-08-20,87,57,79,60,78,73,77,65,43,65,64,54,77,82,81,86,78,46,64,89,77,74,77,66,82,68,65,77,82,75,75,79,83,63,79,86,82,89,69,72,64,48,78,76,50,70,75,79,90,47
2023-08-27,91,72,83,83,80,80,79,64,39,64,52,89,86,87,74,81,77,49,51,75,83,71,71,74,81,79,54,69,79,70,64,78,79,66,78,74,81,91,77,75,55,54,77,83,42,69,79,76,79,45
2023-09-03,85,47,82,74,76,75,74,48,39,66,64,70,71,80,75,78,80,51,55,75,74,77,74,70,79,66,45,76,86,75,63,69,83,56,76,72,82,76,68,73,54,48,77,74,59,67,76,66,81,29
