Week,NV,NE,MA,MI,MN,NJ,MO,MT,NH,MS,NM,NY,NC,SC,OH,OK,OR,PA,RI,ND,SD,TN,TX,WY,VA,WV,VT,WI,WA,UT,AL,AK,AZ,CA,GA,DE,CO,CT,FL,AR,LA,IA,HI,ID,IL,KY,ME,MD,KS,IN
2021-03-21,77,73,69,72,68,70,68,72,81,64,67,77,68,66,72,74,68,72,73,54,85,76,72,81,74,65,65,75,73,71,73,77,76,65,67,65,67,76,65,70,77,66,62,73,70,79,79,68,72,69
2021-03-28,82,61,72,66,70,66,65,65,75,68,66,71,69,68,74,77,71,70,67,81,69,75,71,77,78,62,79,67,76,68,76,53,75,64,75,55,68,77,67,70,79,61,65,65,66,78,69,69,77,69
2021-04-04,83,81,77,72,71,74,67,77,67,74,78,78,77,76,80,69,72,77,59,99,71,77,76,57,79,74,71,73,79,72,83,62,76,65,69,64,75,78,75,86,73,60,69,68,71,78,67,66,77,72
2021-04-11,82,69,78,73,77,74,67,69,90,66,72,79,79,71,84,76,74,79,81,74,86,80,81,84,77,81,82,80,79,76,85,67,79,70,70,61,78,74,70,76,75,71,68,67,69,85,81,69,82,79
2021-04-18,75,83,75,73,78,72,77,80,81,89,75,82,82,78,82,77,78,78,67,77,80,83,78,62,81,90,63,71,75,78,75,69,82,69,77,64,69,75,71,80,77,71,78,68,74,85,83,80,70,71
2021-04-25,74,71,77,72,73,79,77,68,71,71,81,81,75,72,75,74,77,80,70,79,94,83,69,75,88,80,78,68,80,69,77,55,78,67,78,73,72,78,65,81,85,69,52,69,72,82,74,79,69,72
2021-05-02,76,75,78,74,80,79,77,75,85,71,71,81,76,78,70,85,66,80,62,59,89,77,81,80,77,71,68,70,77,73,80,60,86,68,72,65,82,80,69,84,83,69,79,68,70,85,76,75,74,81
2021-05-09,80,60,76,72,72,77,71,64,75,72,70,78,79,76,77,79,78,79,77,76,79,75,77,67,79,72,71,79,76,69,78,74,82,72,74,66,74,77,69,72,73,68,58,80,74,77,78,79,78,76
2021-05-16,85,77,76,73,73,73,67,77,81,66,69,74,71,71,68,75,81,77,74,79,79,77,71,70,75,77,64,77,83,71,78,64,81,74,75,66,79,74,73,69,70,68,66,69,71,78,66,78,72,68
2021-05-23,82,69,76,71,73,74,67,73,78,71,68,83,75,78,75,73,73,76,72,72,67,75,76,80,82,60,77,69,81,77,76,69,71,69,74,49,68,71,69,76,71,63,65,73,71,79,65,75,78,76
2021-05-30,66,66,71,63,66,70,61,57,64,72,70,78,66,71,68,67,72,68,74,80,55,70,71,58,81,67,82,61,74,60,60,45,71,70,70,60,67,74,65,66,68,55,74,67,65,80,60,69,74,65
2021-06-06,82,65,71,68,67,69,68,70,64,79,83,73,72,72,72,69,78,71,76,64,63,76,74,49,79,81,84,64,81,67,71,64,78,68,65,67,67,69,72,80,78,69,69,69,69,77,62,77,70,75
2021-06-13,85,67,78,69,69,74,68,61,68,71,82,80,74,79,69,71,69,71,71,77,65,73,74,59,84,70,68,68,78,64,76,67,79,67,73,59,63,77,65,65,81,66,75,73,68,79,63,73,74,73
2021-06-20,84,73,74,67,72,74,68,64,78,59,83,71,76,76,72,75,74,74,71,72,65,76,75,79,84,75,71,69,75,71,79,59,75,67,72,58,67,72,74,75,77,69,80,82,70,80,77,74,71,72
2021-06-27,79,70,62,68,72,71,70,59,63,59,71,76,72,75,71,77,64,71,69,73,61,75,76,73,77,78,76,72,73,67,71,69,78,69,70,66,67,66,66,76,72,70,50,54,67,68,63,72,69,74
2021-07-04,79,68,72,67,66,72,61,59,65,73,61,71,65,67,71,72,75,69,60,47,54,72,71,56,79,69,63,63,73,67,71,68,82,65,65,81,67,68,64,81,69,59,70,65,64,75,66,73,65,67
2021-07-11,74,74,81,70,88,70,73,54,66,72,76,71,73,74,73,69,68,74,66,73,71,80,82,72,80,64,74,70,78,75,81,83,86,73,72,66,65,75,68,76,74,66,64,71,67,77,74,73,71,71
2021-07-18,77,66,76,70,79,70,69,71,64,63,77,71,74,70,70,79,70,70,77,73,90,81,76,62,85,71,87,66,78,67,73,74,79,70,76,60,68,77,73,72,78,73,72,63,71,79,71,74,75,72
2021-07-25,73,65,68,68,74,70,66,64,74,65,75,72,78,77,78,74,72,72,73,59,72,78,77,62,83,65,70,63,77,69,81,84,79,69,71,56,69,71,68,70,77,60,63,74,69,79,60,71,76,69
2021-08-01,80,67,72,70,71,72,70,67,74,69,85,77,78,76,70,79,67,75,80,76,60,74,72,69,88,87,69,66,76,64,69,63,80,69,68,70,70,74,70,68,70,67,68,75,67,80,76,73,76,75
2021-08-08,77,78,71,67,73,70,70,71,83,73,63,75,71,67,73,80,73,70,68,67,70,80,77,85,83,70,74,63,75,73,77,61,77,71,78,68,69,69,73,76,71,66,62,67,68,81,69,73,75,68
2021-08-15,92,80,71,67,74,73,67,57,67,70,69,69,75,73,76,85,70,70,70,66,68,81,75,59,85,77,61,68,73,72,76,67,84,73,77,67,65,68,69,74,74,62,57,66,71,75,71,76,70,72
2021-08-22,78,81,67,67,69,66,65,60,71,66,85,72,76,70,73,83,71,78,71,69,61,81,77,57,78,85,68,68,77,75,78,66,85,78,75,69,76,75,76,83,67,61,64,74,70,87,78,69,78,69
2021-08-29,77,71,78,70,71,69,74,76,73,69,71,77,74,77,72,79,68,77,70,74,94,82,77,93,78,71,74,64,79,74,86,67,82,69,73,74,71,70,75,80,56,62,71,78,77,86,77,70,76,70
2021-09-05,80,64,73,72,70,69,67,78,74,71,78,76,69,68,73,71,80,69,81,60,65,73,77,62,77,62,93,70,74,72,78,56,75,69,72,58,69,74,68,73,56,61,69,60,70,75,74,74,77,76
2021-09-12,89,84,76,75,77,73,67,67,76,71,82,73,82,71,80,80,72,82,61,74,93,80,80,69,80,61,60,80,81,67,76,78,85,75,75,65,72,81,75,77,75,69,70,74,75,92,65,75,81,79
2021-09-19,79,76,79,73,66,77,74,76,82,78,77,78,84,72,79,73,78,77,72,72,80,84,77,68,82,70,70,74,77,76,87,80,83,73,76,82,74,83,73,79,77,68,66,77,74,89,73,80,81,81
2021-09-26,84,70,76,72,71,77,76,74,78,77,86,75,82,77,76,79,69,81,74,68,85,85,85,99,84,83,73,80,73,76,80,83,83,70,85,66,69,80,74,80,74,71,64,76,78,89,75,72,76,74
2021-10-03,74,75,79,75,75,72,75,78,89,74,82,73,77,82,81,79,79,80,74,89,100,80,84,62,80,82,69,79,74,77,77,85,84,74,73,85,72,69,72,76,75,71,71,72,79,82,80,72,72,74
2021-10-10,80,82,76,72,77,78,72,79,81,67,70,88,79,81,80,68,79,78,76,86,88,79,78,82,85,83,77,76,80,77,86,83,82,70,74,71,75,75,70,77,77,68,73,80,72,88,77,77,90,74
2021-10-17,79,79,77,76,78,71,76,84,77,71,76,79,78,82,84,72,76,85,72,68,87,75,80,68,78,84,72,76,73,83,79,68,80,66,73,59,75,78,74,84,77,75,68,73,80,89,86,71,81,74
2021-10-24,87,82,87,74,72,78,71,64,70,78,72,87,83,72,79,70,78,81,77,73,64,80,79,55,81,76,61,72,77,73,80,63,85,71,77,73,77,79,72,83,71,72,74,70,73,87,81,85,80,76
2021-10-31,79,76,77,72,76,72,80,79,81,76,72,75,78,76,85,78,83,82,69,74,83,83,73,95,82,75,67,78,83,70,94,73,85,72,74,73,70,78,70,86,76,75,69,76,76,91,71,77,76,73
2021-11-07,85,78,81,80,77,82,76,87,85,70,87,83,79,78,86,77,79,83,90,81,69,82,83,91,83,80,73,80,84,73,83,64,84,76,82,73,78,87,71,82,85,79,63,82,78,87,86,84,93,77
2021-11-14,89,73,81,74,80,78,79,77,76,76,76,78,83,79,78,82,73,85,82,53,77,79,83,73,84,78,68,77,81,80,81,54,87,77,85,68,82,81,77,83,85,74,65,69,79,83,77,81,76,79
2021-11-21,62,51,64,55,61,64,53,72,65,50,61,66,62,62,59,59,62,58,53,49,61,61,63,49,62,59,69,67,59,65,58,55,64,62,60,58,66,57,53,59,59,59,60,48,57,63,60,59,66,57
2021-11-28,83,74,82,70,80,73,77,65,82,79,92,75,75,82,81,75,69,79,69,87,98,82,82,71,81,83,77,75,79,71,80,76,75,78,81,67,73,81,74,86,79,76,80,91,77,91,77,75,84,74
2021-12-05,83,75,77,76,72,79,79,67,89,74,70,80,78,74,76,82,75,82,76,83,87,80,81,97,82,83,70,74,77,77,82,73,82,74,77,76,83,79,72,80,74,75,87,82,75,74,78,75,84,83
2021-12-12,75,65,81,71,68,71,73,80,67,56,72,78,74,71,73,67,74,75,74,75,88,74,72,73,79,68,60,74,70,72,75,70,69,71,73,65,66,76,67,67,70,65,69,70,69,70,66,75,67,77
2021-12-19,59,60,57,54,55,59,56,47,51,48,58,68,58,58,55,63,53,58,58,62,68,60,69,61,61,66,48,59,59,55,67,58,64,64,62,54,57,66,54,54,55,56,49,63,55,64,53,59,58,64
2021-12-26,63,58,64,58,54,52,60,66,58,62,50,68,63,59,59,66,64,60,36,55,54,59,65,61,73,56,57,62,59,55,59,50,66,61,61,45,59,59,55,54,62,57,56,53,59,59,62,60,71,60
2022-01-02,73,58,77,78,76,75,74,77,84,78,72,77,81,77,78,74,84,78,57,66,75,85,86,69,76,80,84,85,77,74,77,70,80,69,74,67,79,75,72,86,73,75,71,65,72,80,77,74,78,74
2022-01-09,77,77,82,78,79,77,71,80,76,82,77,81,86,80,87,78,78,80,69,84,75,84,82,88,82,76,76,80,84,82,85,64,83,71,78,66,82,75,71,88,75,81,71,75,85,83,72,77,85,80
2022-01-16,78,76,83,75,89,78,79,73,74,76,77,73,75,79,76,71,81,81,72,85,72,82,76,67,81,74,51,72,80,82,81,61,85,70,81,69,80,85,75,81,82,78,90,85,74,86,74,73,69,80
2022-01-23,95,79,83,78,83,81,83,81,88,82,88,80,94,84,84,92,80,90,71,76,79,81,82,72,85,83,89,81,84,82,86,76,83,73,80,73,88,83,72,82,76,71,53,78,82,94,77,75,76,80
2022-01-30,83,84,82,78,75,86,78,85,89,74,72,79,92,86,77,70,90,87,74,75,81,88,95,85,93,72,71,88,89,83,86,74,84,78,89,66,77,88,76,80,75,77,82,75,83,84,85,87,83,74
2022-02-06,93,78,88,89,83,87,83,92,80,85,78,84,95,92,85,86,74,89,80,93,73,85,89,84,89,76,81,91,81,92,90,78,89,81,90,78,87,80,77,86,83,77,78,82,87,82,70,83,88,81
2022-02-13,84,82,86,85,76,86,85,79,86,81,79,80,94,88,88,82,79,87,82,76,78,97,80,89,90,81,91,87,80,83,85,96,81,83,88,72,91,78,81,85,77,71,75,89,87,87,75,86,80,84
2022-02-20,90,77,77,82,87,90,85,85,85,74,89,80,95,79,86,82,80,86,71,80,71,92,95,63,93,77,71,82,82,82,84,68,82,82,86,71,88,78,69,89,85,80,78,83,84,95,79,85,78,85
2022-02-27,86,83,87,82,90,90,86,72,84,82,81,83,88,78,89,87,84,91,71,81,80,93,91,81,92,88,74,85,87,81,87,74,85,75,88,82,86,85,77,78,78,79,79,72,88,89,69,82,89,81
2022-03-06,89,67,88,81,73,88,86,72,87,84,83,85,86,80,87,85,85,88,68,95,79,89,79,91,86,89,89,82,86,80,95,73,77,89,88,83,85,87,77,85,86,80,80,71,86,86,75,86,83,78
2022-03-13,88,74,85,81,79,83,77,72,92,67,78,78,86,77,84,79,80,86,74,82,86,86,83,79,87,82,92,76,88,79,83,74,76,87,87,66,81,84,74,87,84,64,87,79,85,85,98,88,81,80
2022-03-20,93,84,91,84,88,86,84,84,85,89,79,83,93,82,84,88,82,93,80,75,85,86,81,88,87,74,93,82,87,82,83,94,89,89,85,75,88,84,78,83,78,79,73,75,88,91,87,83,85,87
2022-03-27,85,83,94,87,82,87,88,79,89,90,86,84,93,83,92,80,74,87,75,100,70,96,84,72,94,90,97,87,82,79,80,73,89,83,90,73,82,87,75,85,91,79,86,80,82,88,87,91,86,81
2022-04-03,94,93,93,81,83,87,83,84,86,89,90,87,95,85,93,83,82,100,82,78,81,95,82,88,89,76,78,89,84,76,85,71,87,88,82,74,87,83,86,92,83,83,95,78,90,85,89,87,86,84
2022-04-10,91,82,85,81,82,82,78,84,79,80,74,76,87,77,90,78,76,83,68,66,77,85,81,72,86,87,66,77,81,80,83,80,92,85,86,78,91,79,79,79,78,73,86,78,82,88,81,79,87,79
2022-04-17,84,71,87,90,86,84,85,94,90,93,78,82,92,88,87,84,90,87,77,84,71,91,86,83,86,89,74,89,87,81,92,76,88,88,93,77,90,83,77,85,85,71,89,85,86,97,75,95,79,80
2022-04-24,91,85,92,86,87,89,80,80,89,93,81,81,91,83,93,93,86,91,92,76,71,93,87,64,94,82,77,88,85,81,88,81,89,90,92,72,91,87,77,88,88,80,80,78,93,86,83,83,80,83
2022-05-01,87,90,87,85,84,85,81,83,82,85,79,80,83,79,78,82,76,84,79,67,87,84,85,78,89,82,68,86,85,74,86,59,85,88,86,72,87,88,68,83,84,85,87,79,83,81,91,87,85,81
2022-05-08,87,84,84,82,81,85,70,68,78,80,85,85,92,80,85,85,88,85,79,82,62,94,86,66,81,70,82,85,86,76,79,73,87,88,80,82,81,81,78,81,80,76,90,71,82,80,72,83,86,68
2022-05-15,83,74,86,80,78,83,72,78,70,73,77,84,86,73,80,74,81,78,77,75,84,85,78,63,84,72,81,71,85,74,86,65,81,88,82,74,75,79,77,82,90,79,81,73,82,79,79,80,80,78
2022-05-22,93,73,74,72,75,76,69,69,76,70,80,71,80,78,80,69,86,80,74,71,72,87,81,65,83,81,72,72,81,79,78,74,82,83,76,69,80,78,75,77,76,78,76,66,79,78,76,78,76,73
2022-05-29,85,64,80,70,73,80,64,64,67,74,73,75,84,80,72,71,76,71,76,61,52,74,83,68,78,62,69,75,81,68,74,58,73,72,74,61,73,74,68,69,73,62,81,56,74,76,78,75,71,66
2022-06-05,83,77,82,76,74,80,67,83,80,79,80,74,87,80,80,74,81,81,66,81,62,88,84,89,86,88,60,78,85,73,80,73,82,84,82,68,88,75,75,91,72,74,81,79,83,94,82,84,77,77
2022-06-12,84,75,84,71,74,79,79,66,67,73,84,81,86,79,78,81,74,84,69,70,59,79,84,50,86,69,75,78,87,78,81,79,86,75,82,62,85,78,83,93,83,69,74,66,74,91,80,75,71,75
2022-06-19,95,78,82,78,71,85,73,79,82,81,85,74,87,87,77,81,75,81,83,70,63,88,84,66,84,85,72,72,77,82,85,66,81,76,86,71,81,82,70,75,79,65,71,80,77,85,84,79,78,77
2022-06-26,87,74,84,74,76,87,65,72,68,88,79,80,87,84,81,85,79,79,71,85,87,87,78,86,86,79,83,81,83,76,92,71,83,79,88,57,76,81,82,85,80,73,68,75,84,93,73,78,81,78
2022-07-03,86,75,72,72,72,78,66,68,66,72,59,75,80,75,74,75,78,76,63,67,50,76,78,64,85,65,58,65,68,76,74,74,76,77,81,63,77,72,78,73,78,68,71,67,74,77,63,76,72,75
2022-07-10,86,74,81,82,73,81,73,78,72,80,82,80,83,83,82,86,74,84,66,66,67,90,87,89,89,89,82,73,77,83,88,63,84,80,92,69,83,76,78,89,93,75,89,77,81,89,87,80,83,81
2022-07-17,91,77,84,76,78,87,78,77,77,79,79,82,92,87,81,91,83,82,87,68,81,89,80,59,89,95,79,77,85,86,95,66,83,80,86,66,86,74,81,90,86,72,77,75,83,83,81,81,79,72
2022-07-24,80,71,86,78,81,85,75,68,75,85,84,82,89,85,81,82,77,86,81,76,79,88,89,61,89,79,61,77,77,69,84,71,85,79,86,70,82,86,78,83,93,73,74,77,83,93,84,83,72,76
2022-07-31,87,68,90,82,79,77,69,74,67,83,75,81,93,84,81,82,85,86,86,81,70,86,87,73,90,90,65,75,80,80,93,59,87,86,87,73,87,83,76,88,86,80,79,81,85,78,71,79,79,79
2022-08-07,80,79,82,78,73,82,71,83,79,74,81,82,86,83,81,76,80,81,74,65,71,95,82,54,88,77,73,77,80,84,81,72,91,80,84,69,87,77,77,86,87,68,83,74,80,84,79,83,85,73
2022-08-14,88,72,79,75,73,82,69,80,75,78,78,85,90,88,81,80,84,89,78,70,71,92,79,71,90,65,67,74,77,77,90,36,84,87,84,69,84,80,80,85,85,74,76,76,82,87,72,81,84,72
2022-08-21,86,83,77,80,82,85,76,68,75,84,85,82,90,85,79,80,78,84,64,73,71,90,85,90,88,81,68,76,81,79,88,71,87,95,91,75,79,76,79,84,84,75,71,82,89,86,77,80,89,80
2022-08-28,80,80,78,76,80,80,74,64,85,93,82,81,86,85,79,88,88,83,82,71,68,90,83,76,88,82,65,74,84,81,78,72,81,87,85,90,80,76,80,87,86,73,86,77,87,93,71,86,84,76
2022-09-04,79,81,72,76,71,79,71,67,75,73,72,78,85,78,76,81,76,82,62,80,71,82,78,75,83,81,66,68,73,77,76,65,77,74,80,66,76,71,73,79,77,73,79,62,79,79,82,73,76,74
2022-09-11,89,91,87,79,73,87,76,79,81,74,80,83,89,83,88,85,81,83,72,75,77,93,92,45,87,76,90,80,80,81,87,76,83,82,84,70,87,80,74,86,84,73,81,76,87,84,80,85,73,87
2022-09-18,86,79,92,83,78,87,77,86,77,84,80,82,92,86,84,84,82,90,69,73,82,92,83,78,97,78,73,76,85,77,84,80,83,86,85,75,86,76,82,85,91,74,89,74,85,86,80,86,85,78
2022-09-25,90,85,85,78,75,82,73,76,85,74,79,79,81,78,82,88,78,84,80,80,76,88,82,85,88,79,62,71,83,79,80,90,87,86,82,70,83,84,59,82,91,71,79,77,85,86,77,85,88,85
2022-10-02,85,74,83,82,82,85,88,89,84,84,80,79,88,83,86,86,87,88,84,87,94,89,82,68,88,85,73,82,86,80,80,85,81,80,80,76,89,84,72,90,81,83,82,83,86,90,80,86,79,78
2022-10-09,80,85,82,84,83,85,77,82,80,79,80,84,88,82,88,83,86,86,71,76,85,86,90,89,85,77,62,80,83,81,77,85,83,89,85,75,85,83,77,89,84,77,83,73,85,77,80,85,81,79
2022-10-16,91,93,92,80,80,83,88,85,89,77,69,92,90,82,85,83,81,83,80,82,62,90,84,79,91,79,80,81,83,80,83,81,83,90,82,70,85,88,77,87,72,75,86,84,86,80,83,85,79,79
2022-10-23,86,79,89,82,82,92,77,74,98,75,82,83,88,83,92,83,88,87,72,84,70,95,83,85,95,77,86,85,87,83,76,91,78,81,84,86,91,82,76,87,81,86,82,85,89,84,83,85,82,85
2022-10-30,80,84,90,81,88,85,75,81,88,83,70,84,93,77,87,77,84,89,75,82,71,91,81,79,95,77,74,85,87,80,81,91,82,81,84,72,86,77,77,85,86,82,75,78,85,86,73,85,75,79
2022-11-06,80,71,93,81,84,87,78,69,80,76,82,83,90,84,84,81,78,82,78,73,79,80,78,71,91,80,82,83,81,81,85,57,75,85,86,73,84,83,69,87,84,77,82,77,84,82,82,90,75,84
2022-11-13,88,87,90,80,76,92,80,81,80,73,80,86,91,84,88,83,80,85,84,76,70,89,80,73,90,77,69,81,80,88,81,77,85,84,83,77,86,83,69,93,84,81,83,78,86,91,75,85,81,75
2022-11-20,58,65,65,61,64,62,67,62,73,57,67,74,66,63,69,59,72,68,50,56,61,66,58,53,71,60,50,68,71,61,57,49,69,63,64,58,65,63,62,61,59,54,70,63,68,68,63,63,67,58
2022-11-27,91,84,89,82,82,81,86,93,87,83,80,81,88,92,84,87,82,86,79,78,87,89,82,73,88,76,74,86,80,83,76,87,87,91,84,79,89,79,74,87,82,79,79,78,82,90,88,81,87,81
2022-12-04,85,81,92,84,80,89,85,97,99,84,87,83,90,82,87,86,82,84,81,87,87,86,82,68,83,83,95,81,89,85,78,85,83,86,82,76,84,83,75,83,83,75,81,72,92,78,99,85,88,72
2022-12-11,81,78,87,84,86,82,86,79,96,69,80,90,84,79,81,83,82,81,71,78,72,87,80,80,85,83,100,81,86,75,76,81,81,82,81,71,81,79,80,83,67,73,86,86,84,85,88,81,77,86
2022-12-18,68,58,75,67,70,72,66,73,71,56,65,70,72,67,68,70,70,68,65,62,54,74,68,62,70,60,70,67,70,65,61,64,72,68,71,62,66,68,63,67,64,63,58,69,66,68,68,73,70,67
2022-12-25,75,62,73,69,69,71,66,60,72,69,72,70,68,70,70,66,70,65,57,72,63,71,69,56,73,64,63,67,69,68,66,54,69,63,65,62,66,70,62,69,69,67,60,61,72,66,68,70,67,63
2023-01-01,81,72,79,79,75,82,71,71,79,78,72,86,95,83,82,80,83,81,79,87,58,88,78,57,87,76,65,78,91,79,72,75,83,75,84,75,84,81,77,78,75,67,64,76,88,83,87,75,82,73
2023-01-08,89,80,94,87,90,90,85,77,92,82,80,85,96,90,86,89,88,86,83,74,82,94,86,100,92,88,84,84,91,82,90,95,94,89,88,79,90,86,76,82,92,86,79,75,87,85,99,85,89,85
2023-01-15,92,77,89,91,96,95,80,87,91,82,81,85,96,97,90,82,88,92,69,66,69,99,87,85,90,86,85,84,89,87,87,79,91,81,96,77,91,85,83,82,85,80,85,86,96,91,98,88,73,83
2023-01-22,94,90,93,87,98,90,91,95,93,87,82,85,97,89,92,88,91,90,80,84,80,92,87,88,98,89,86,88,91,88,100,73,90,91,90,71,91,85,83,97,88,82,97,76,100,89,87,90,84,87
2023-01-29,95,81,98,92,99,93,89,97,88,88,89,92,99,100,99,82,86,94,73,96,98,93,86,85,100,86,90,86,92,84,86,72,89,88,94,79,90,96,81,75,88,84,89,81,91,96,87,89,85,93
2023-02-05,100,91,90,87,97,95,91,91,93,85,89,88,97,87,95,88,93,97,82,89,82,96,93,73,94,86,86,100,94,87,94,86,88,96,94,78,96,90,80,87,91,87,90,85,99,100,92,86,90,91
2023-02-12,90,80,92,84,92,86,75,97,94,82,85,87,96,89,93,88,90,90,82,78,88,91,82,83,93,84,91,89,89,83,88,71,87,90,93,74,87,90,84,91,85,81,90,88,90,94,86,86,85,89
2023-02-19,94,93,95,91,91,96,91,90,91,82,88,100,100,90,93,100,88,95,90,72,68,99,87,99,94,87,80,87,93,78,92,90,91,94,92,82,85,90,94,90,77,85,82,87,96,88,85,91,89,94
2023-02-26,99,86,97,90,95,98,91,90,96,91,80,98,100,85,93,92,100,97,83,72,83,93,85,84,96,96,83,87,96,89,85,91,91,96,97,84,94,89,79,99,87,82,97,83,98,94,88,92,84,90
2023-03-05,96,92,94,89,92,96,86,85,90,81,81,91,95,88,91,93,99,93,73,92,91,99,86,74,92,83,84,86,100,86,87,73,93,93,97,75,99,90,79,88,88,82,88,97,94,97,87,96,86,100
2023-03-12,99,78,94,88,96,91,78,82,94,80,75,88,98,91,93,83,93,96,81,72,70,94,86,97,95,85,83,87,93,85,84,87,83,89,90,78,93,89,75,96,83,80,82,75,93,92,88,95,74,86
2023-03-19,92,83,97,100,92,99,92,89,96,90,82,96,100,89,98,93,93,99,77,89,81,100,94,69,95,96,99,91,92,88,89,91,93,99,94,85,100,93,82,79,87,92,80,84,99,97,92,95,94,95
2023-03-26,88,95,100,91,96,93,78,98,94,83,89,84,99,94,90,89,86,92,92,91,82,98,88,85,88,79,88,92,91,88,86,81,99,95,94,100,92,96,82,93,100,100,88,85,91,96,93,99,91,88
2023-04-02,98,96,96,81,89,90,90,89,95,79,96,100,95,89,92,82,89,92,86,59,85,94,90,86,97,85,87,81,90,84,88,100,94,90,87,75,93,88,82,88,84,82,94,79,93,93,88,85,86,89
2023-04-09,97,97,95,88,82,88,96,96,90,100,83,84,96,94,91,90,85,89,92,90,68,99,93,84,93,79,78,91,88,84,89,84,92,93,92,72,94,80,81,97,91,79,79,93,95,90,91,85,91,96
2023-04-16,92,90,93,95,91,93,100,98,98,82,86,91,98,88,90,95,97,97,87,92,86,93,90,91,96,99,92,93,90,94,91,77,92,94,93,87,95,95,80,98,94,81,86,95,91,98,79,88,86,94
2023-04-23,100,100,94,89,100,96,92,93,85,89,100,95,96,91,96,87,89,100,89,88,83,99,91,73,94,91,87,85,94,85,89,84,100,94,92,80,90,83,79,100,99,81,90,88,100,97,96,93,94,86
2023-04-30,95,88,96,84,93,96,98,90,86,88,90,92,95,90,88,88,89,95,73,84,80,92,91,92,95,79,89,93,90,82,88,82,94,90,93,82,96,87,81,92,85,86,78,76,98,86,90,96,89,87
2023-05-07,93,80,90,86,86,93,76,88,83,79,84,86,95,85,86,87,84,89,75,86,88,89,88,98,94,84,74,91,91,84,85,62,92,92,86,77,93,92,75,88,85,78,91,79,95,89,75,88,80,86
2023-05-14,96,78,90,89,86,92,78,73,97,79,89,81,94,86,88,84,88,87,78,88,62,95,90,77,92,76,83,87,87,84,86,79,86,96,93,72,88,83,85,85,84,87,77,90,92,88,93,92,77,85
2023-05-21,91,81,89,86,80,89,80,70,80,71,85,89,97,90,83,80,92,86,75,74,76,93,83,80,89,84,79,79,88,75,96,81,92,88,86,80,83,84,82,98,80,75,93,71,87,88,82,86,84,78
2023-05-28,96,69,77,73,77,84,69,70,81,70,85,81,88,84,82,83,82,83,74,83,78,86,84,80,86,75,81,73,81,75,81,75,84,82,90,62,82,78,76,91,82,66,77,76,79,80,71,79,78,74
2023-06-04,92,79,93,83,81,86,77,72,87,85,84,87,94,79,85,84,84,84,72,73,68,86,85,89,87,75,77,81,87,84,87,85,90,87,89,65,85,83,67,94,87,73,91,77,87,92,76,86,82,84
2023-06-11,94,88,87,84,84,86,79,74,86,83,82,83,100,90,85,80,83,84,79,75,75,88,85,69,87,76,66,80,86,83,85,76,87,87,89,70,89,78,81,95,87,82,89,83,84,84,77,83,84,78
2023-06-18,92,65,90,79,78,88,77,93,75,80,81,80,92,85,88,83,83,83,73,58,77,88,86,68,88,78,73,75,87,79,83,72,88,89,88,71,86,80,81,88,82,82,82,85,93,92,73,82,78,77
2023-06-25,89,74,90,80,82,85,79,90,77,88,91,88,90,80,83,89,87,85,75,77,60,92,88,81,91,89,82,78,90,83,88,78,86,88,89,79,87,83,81,85,86,76,100,74,86,86,85,86,82,73
2023-07-02,80,78,76,71,68,79,73,77,65,84,69,84,87,77,79,77,75,80,66,61,59,86,86,61,82,76,68,67,79,74,76,80,79,72,81,69,74,77,76,84,81,72,72,65,74,79,56,77,83,68
2023-07-09,95,83,87,80,88,89,78,73,80,77,82,87,93,90,88,89,92,90,82,72,76,88,93,79,91,82,78,86,88,74,93,81,88,92,92,79,90,84,85,97,75,86,89,79,88,83,88,90,88,80
2023-07-16,87,79,82,85,79,86,78,76,87,97,81,87,91,83,84,90,87,81,85,100,71,89,90,85,88,65,59,83,88,81,83,71,89,89,88,71,91,83,83,93,87,74,82,85,90,85,69,82,91,79
2023-07-23,92,81,86,86,84,87,75,81,77,89,84,82,91,85,90,93,88,82,88,84,78,90,87,78,90,92,75,79,89,88,87,80,88,87,91,78,87,88,82,96,85,73,98,67,88,94,75,90,81,81
2023-07-30,90,74,85,83,83,87,73,76,66,87,82,87,97,85,87,86,82,92,78,90,85,86,86,70,92,97,80,73,79,79,91,68,85,83,90,63,89,87,78,88,84,78,86,77,86,90,77,85,80,82
2023-08-06,93,84,80,86,77,85,79,78,79,85,90,90,89,87,76,85,90,86,77,74,83,89,85,74,90,85,69,82,87,86,86,69,84,84,88,55,84,83,79,93,89,78,68,75,88,92,83,86,79,75
2023-08-13,89,80,83,84,82,82,74,74,86,85,78,87,89,83,89,80,86,87,83,69,71,92,87,79,87,79,72,75,86,70,87,57,88,78,88,74,91,82,89,95,92,80,64,80,89,86,67,87,90,75
2023-08-20,87,70,83,75,81,88,80,81,85,85,78,86,98,91,86,94,81,88,83,84,87,95,86,83,87,92,75,78,87,78,88,64,86,88,90,81,95,80,85,90,89,81,76,80,87,93,80,85,97,90
2023-08-27,93,85,86,77,82,82,81,90,85,81,80,84,92,90,83,87,82,89,73,83,78,93,87,89,89,100,69,73,86,86,86,82,86,86,82,84,84,77,79,97,83,79,90,74,90,96,77,83,88,75
2023-09-03,89,67,82,74,78,82,75,78,85,81,84,85,86,80,82,76,86,82,73,76,77,92,86,83,86,96,86,72,78,80,83,83,85,78,83,71,86,79,78,88,86,76,80,69,86,90,77,85,80,83
