Week,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2022-07-24,49,32,49,38,47,61,42,45,23,35,40,40,46,47,53,63,40,28,25,52,50,44,54,34,43,45,38,50,56,40,45,54,50,28,47,60,53,47,47,53,41,32,39,48,40,44,48,36,51,48
2022-07-31,54,47,49,34,50,64,41,31,24,40,36,31,42,39,57,62,31,27,38,51,50,39,62,54,41,57,32,50,44,40,32,51,47,20,41,60,53,44,40,50,27,28,38,52,25,50,56,31,51,39
2022-08-07,50,25,48,40,48,56,40,37,21,43,36,48,42,45,63,57,40,25,34,53,50,41,69,41,41,51,39,39,48,43,35,52,42,37,42,64,52,40,32,45,36,28,40,48,23,48,56,40,47,63
2022-08-14,62,28,55,34,52,62,36,28,25,41,38,63,44,46,44,67,43,29,28,44,48,41,58,43,41,45,46,52,57,38,29,53,46,34,44,71,60,41,42,47,49,25,40,41,29,46,55,38,50,48
2022-08-21,57,43,55,45,54,62,32,25,24,43,65,51,47,50,51,68,46,29,35,56,44,43,62,50,48,62,42,47,47,38,34,54,51,37,50,66,55,45,37,49,32,34,42,55,46,50,59,39,47,26
2022-08-28,61,40,49,44,51,60,47,34,27,44,49,49,49,51,56,77,44,32,28,54,45,48,64,48,53,42,41,45,51,39,49,49,51,46,50,64,57,48,38,52,28,33,43,55,35,46,52,42,54,17
2022-09-04,55,42,53,45,52,62,50,33,23,42,51,57,46,48,59,65,45,26,29,57,50,46,62,51,50,62,39,47,46,40,36,53,50,54,45,58,47,47,37,53,39,31,44,58,38,50,50,46,56,37
2022-09-11,64,36,63,50,54,67,48,37,27,44,48,60,53,49,66,82,45,32,45,63,55,45,74,55,51,56,38,49,60,46,27,57,58,54,53,59,67,49,41,56,44,37,46,55,31,58,54,43,54,40
2022-09-18,66,55,63,58,57,74,61,39,26,44,59,61,52,50,71,66,47,38,37,68,59,54,75,46,60,86,40,61,65,44,50,64,60,44,55,71,65,51,51,55,47,34,47,65,30,59,59,37,65,82
2022-09-25,61,49,61,42,59,71,49,56,22,47,59,65,59,55,68,69,50,39,39,65,61,47,71,51,55,37,48,56,66,47,42,59,60,45,51,64,69,54,52,53,59,36,51,55,27,56,64,42,67,26
2022-10-02,59,62,58,51,60,72,52,57,28,43,42,61,59,53,77,80,46,33,32,63,64,54,80,50,53,56,39,58,69,50,31,68,65,34,55,72,69,54,44,60,47,31,49,62,67,54,64,47,70,58
2022-10-09,49,51,61,59,68,78,64,58,34,52,50,62,64,58,74,87,58,34,46,79,68,67,86,54,68,62,53,57,71,58,50,74,67,34,65,75,73,62,42,65,51,40,56,64,49,59,73,40,80,81
2022-10-16,57,37,52,39,59,72,53,48,29,47,46,53,56,45,65,76,41,30,57,68,65,52,68,54,58,64,43,64,63,54,37,70,63,61,54,66,70,54,58,52,36,34,46,63,50,55,70,53,72,46
2022-10-23,62,54,62,44,56,64,63,56,29,48,46,58,56,50,82,71,49,37,40,64,66,54,71,53,59,64,44,60,61,50,39,67,56,48,56,67,69,53,43,55,51,34,48,64,49,55,63,47,69,29
2022-10-30,55,43,53,42,52,73,58,50,26,47,50,54,59,60,75,74,51,27,34,72,69,58,77,49,55,72,40,51,66,46,43,62,60,51,53,67,59,50,52,63,52,32,46,60,54,58,63,48,57,34
2022-11-06,64,49,51,53,54,81,51,51,26,42,49,54,57,59,74,62,45,32,41,66,60,54,71,45,54,44,49,49,67,49,40,63,58,29,53,63,71,53,41,57,33,35,46,58,63,52,59,51,71,46
2022-11-13,61,36,58,48,54,69,57,35,28,46,39,59,54,51,73,66,53,30,53,63,58,51,70,49,51,62,59,57,69,49,38,66,58,54,57,63,71,53,58,62,74,37,48,75,38,59,73,44,63,52
2022-11-20,39,36,45,21,40,40,34,34,18,32,42,33,43,40,53,36,36,23,25,56,38,36,61,37,37,31,42,44,46,38,26,50,46,34,37,47,53,41,35,43,25,25,31,43,24,36,48,28,46,17
2022-11-27,66,51,61,52,61,69,55,58,27,47,50,55,59,61,74,68,48,33,49,65,57,65,87,53,57,67,42,50,71,59,36,67,55,69,59,66,80,55,47,65,63,36,50,60,45,58,66,35,74,52
2022-12-04,58,43,65,48,60,72,64,53,27,44,51,49,57,59,78,69,48,35,42,72,64,61,87,52,53,61,58,52,63,48,42,67,58,57,57,61,70,58,47,60,58,37,49,65,58,57,65,35,68,50
2022-12-11,52,32,45,32,57,67,54,47,26,40,30,53,53,60,68,65,44,29,39,66,62,56,69,37,53,53,47,51,50,55,43,66,55,26,52,56,66,50,43,48,30,30,43,52,32,57,57,29,71,38
2022-12-18,36,39,37,33,40,47,37,39,18,27,35,37,38,37,41,46,26,18,35,53,50,38,56,24,34,34,29,38,47,38,24,50,38,22,35,43,40,34,33,34,31,26,27,45,28,36,39,27,43,33
2022-12-25,36,10,33,31,34,42,27,24,17,26,20,26,32,30,50,53,28,19,30,36,35,29,50,29,33,47,22,32,34,34,16,37,33,30,34,41,39,33,29,31,35,22,28,33,23,37,42,29,38,14
2023-01-01,50,41,42,35,42,60,46,36,22,39,31,62,46,43,57,65,34,25,37,51,47,38,60,38,46,38,33,46,52,43,30,52,51,27,45,48,60,50,34,39,36,32,37,49,46,45,61,32,59,33
2023-01-08,56,39,50,45,52,70,53,38,25,44,32,53,55,50,69,78,44,31,46,62,60,50,76,57,48,64,50,55,66,48,42,63,56,53,49,59,69,53,47,51,48,33,42,66,34,55,67,46,58,44
2023-01-15,51,77,49,47,52,64,53,44,25,46,50,63,49,56,65,70,50,28,36,58,54,52,74,48,57,59,43,60,53,47,33,61,57,44,55,69,67,53,40,56,35,33,42,53,47,55,70,45,62,40
2023-01-22,57,35,58,49,59,72,57,41,27,48,59,66,57,51,78,75,52,32,43,59,65,55,84,68,59,51,47,52,54,51,24,56,56,49,60,70,73,55,47,63,49,35,44,68,37,58,76,49,66,34
2023-01-29,65,49,61,42,59,76,54,40,27,47,47,67,58,61,71,68,45,28,48,65,62,57,86,54,51,64,44,63,50,55,34,68,59,31,61,58,76,57,41,53,51,33,43,70,39,63,67,46,70,34
2023-02-05,64,58,60,45,60,76,52,48,27,46,57,80,60,58,73,70,49,33,45,69,62,59,78,49,59,68,49,59,71,54,48,66,63,52,59,81,76,58,43,61,71,35,47,78,34,60,72,62,72,48
2023-02-12,56,46,59,52,55,76,55,44,26,46,36,72,60,61,73,66,48,28,45,73,63,54,81,46,56,64,53,59,71,55,42,70,61,52,55,63,77,56,52,53,47,34,46,64,53,57,69,52,62,20
2023-02-19,59,37,66,45,56,71,57,44,27,47,57,64,60,62,72,56,48,27,31,74,55,56,79,64,63,52,48,64,81,52,44,56,63,39,60,75,58,56,39,58,25,38,50,63,46,57,66,51,63,35
2023-02-26,67,50,59,46,60,78,63,40,28,49,59,56,61,59,80,72,45,33,43,73,65,59,84,56,56,50,45,54,72,57,46,68,60,51,59,66,76,61,57,52,55,30,53,71,41,63,72,42,80,48
2023-03-05,59,49,56,52,59,78,55,50,26,44,56,68,54,59,74,61,52,33,50,76,66,60,86,49,51,61,52,59,61,61,49,68,58,45,54,81,82,60,57,55,47,32,50,72,60,59,79,53,73,47
2023-03-12,57,46,54,48,58,74,47,53,24,45,40,59,57,59,60,54,45,30,41,68,61,57,83,45,50,55,47,55,61,51,32,66,58,43,55,65,81,55,29,57,60,32,36,65,51,62,68,50,67,42
2023-03-19,57,57,50,41,60,66,55,51,27,49,62,65,58,59,76,78,58,36,55,73,74,57,84,54,55,55,52,64,74,57,35,69,61,52,58,71,72,56,41,67,40,39,47,55,59,63,74,46,69,35
2023-03-26,57,46,61,49,57,76,72,52,30,51,39,51,56,56,89,80,57,37,47,78,70,52,85,58,65,60,53,66,66,57,42,70,64,52,61,76,68,62,56,65,51,44,52,65,55,65,64,54,69,37
2023-04-02,58,59,58,46,56,72,52,36,27,41,63,61,53,54,78,71,39,27,53,65,67,55,77,46,63,42,49,68,74,47,50,60,59,36,59,61,75,54,43,62,67,32,44,51,41,56,65,36,68,59
2023-04-09,58,53,60,56,59,78,47,45,29,50,40,68,59,61,83,78,50,34,49,67,66,56,78,55,67,58,56,66,72,49,31,61,59,51,55,74,72,53,66,58,47,42,51,52,59,62,66,48,77,50
2023-04-16,66,50,66,46,63,78,62,43,29,49,47,60,63,64,83,79,59,31,37,68,58,63,88,59,66,67,50,59,66,56,47,70,64,67,59,70,74,64,49,64,42,40,52,64,52,60,64,54,78,42
2023-04-23,71,44,67,44,67,76,64,64,28,52,56,61,67,62,85,91,52,42,40,80,68,61,85,63,62,80,53,65,66,56,55,78,64,56,61,78,74,63,55,66,60,39,54,58,70,64,71,60,75,51
2023-04-30,71,50,69,51,78,89,76,68,34,63,57,71,82,73,88,99,60,44,71,95,81,68,100,53,70,71,68,75,77,61,66,84,74,63,66,73,89,69,67,64,44,40,60,67,59,72,86,60,90,41
2023-05-07,64,57,65,58,72,82,66,72,32,49,61,60,68,57,77,71,55,31,46,83,73,57,88,56,71,56,60,62,62,61,50,78,71,58,60,69,78,58,45,59,55,37,57,64,41,59,78,48,84,39
2023-05-14,60,41,61,62,67,75,57,50,28,47,36,68,64,64,85,67,48,36,38,75,69,54,80,51,61,35,43,61,69,53,35,74,68,47,59,62,72,57,50,64,57,40,53,69,40,58,69,48,64,48
2023-05-21,57,51,58,44,63,72,48,40,30,44,51,68,54,56,72,76,45,34,49,71,65,53,90,54,52,66,46,49,59,48,48,64,59,41,56,64,72,51,50,49,33,32,44,59,31,54,67,40,67,42
2023-05-28,55,43,53,36,56,59,54,39,23,43,27,65,47,48,46,54,41,29,39,61,61,49,63,44,50,55,46,47,60,45,41,56,54,33,45,59,74,49,35,54,39,32,43,43,49,45,74,44,53,53
2023-06-04,60,40,57,44,55,68,54,51,29,49,52,57,50,58,66,68,43,32,37,63,63,55,73,56,58,65,45,60,58,51,40,63,54,38,57,66,77,49,47,57,45,34,47,63,51,53,77,46,66,23
2023-06-11,45,30,53,43,52,65,45,41,27,43,35,57,49,49,61,61,34,29,46,57,53,46,67,57,47,51,44,41,60,48,36,57,47,56,47,62,81,49,29,54,31,33,44,60,48,50,72,35,54,29
2023-06-18,51,36,50,34,51,62,43,30,23,40,37,50,48,52,62,60,34,31,38,50,48,43,63,39,50,42,44,49,64,41,41,52,45,32,45,51,67,47,38,53,45,33,42,54,32,47,55,45,55,42
2023-06-25,46,47,45,36,51,63,42,40,25,43,41,40,44,49,58,76,39,29,30,51,50,43,70,48,49,48,37,52,52,40,36,52,51,69,46,58,51,42,32,51,20,32,45,55,25,52,58,42,52,65
2023-07-02,45,40,42,32,46,52,42,26,21,35,39,53,40,42,51,51,31,29,18,52,42,37,55,43,42,36,41,42,45,35,31,47,45,46,40,49,51,44,36,46,34,27,33,47,31,42,53,39,46,41
2023-07-09,56,25,48,45,51,69,33,62,23,41,56,51,43,43,63,65,37,34,37,59,51,45,70,49,47,37,36,44,53,43,31,51,53,37,47,63,59,48,36,56,44,39,42,48,34,50,56,46,47,55
2023-07-16,62,49,51,40,52,59,38,50,25,42,35,59,47,55,59,72,30,32,27,64,49,44,69,49,48,51,31,46,45,38,34,51,51,28,48,62,73,47,42,54,43,32,42,48,36,47,58,36,48,24
2023-07-23,48,24,46,49,52,68,44,50,24,43,40,48,45,43,65,68,36,32,32,55,46,47,64,52,51,50,35,51,53,40,36,51,48,36,44,60,61,46,46,50,41,31,38,50,53,50,60,41,52,23
2023-07-30,55,0,49,36,48,56,46,38,24,38,52,38,42,43,62,59,38,27,37,50,48,44,59,40,40,38,38,55,52,39,23,55,46,31,47,56,58,47,45,48,39,33,35,48,48,47,56,50,50,38
2023-08-06,46,38,51,44,49,63,38,48,22,46,30,37,42,44,57,59,34,28,29,59,46,44,62,39,44,36,32,52,43,38,34,53,47,48,46,58,56,45,31,45,44,30,41,57,43,45,59,39,48,36
2023-08-13,48,50,49,38,46,64,44,53,23,45,45,49,43,56,54,77,39,31,41,48,49,42,64,56,42,41,36,60,60,40,36,50,47,19,47,62,52,41,44,54,46,31,40,50,56,40,56,34,49,47
2023-08-20,58,39,55,53,50,65,37,37,25,45,40,49,51,55,62,59,45,33,32,48,45,42,57,46,43,65,47,56,43,36,44,54,50,30,47,67,53,44,31,55,43,35,44,57,33,46,54,43,44,50
2023-08-27,55,46,56,44,53,65,49,47,21,43,61,40,56,56,77,71,48,28,31,63,51,45,65,45,55,48,43,57,48,39,38,54,54,48,52,72,57,52,20,49,41,34,45,48,45,48,55,36,50,40
2023-09-03,54,63,55,47,53,62,46,39,26,45,75,48,51,52,71,74,41,36,34,61,48,48,66,55,51,54,32,42,62,42,49,54,54,53,48,57,61,49,37,57,35,36,46,67,36,52,50,36,55,26
2023-09-10,64,51,61,53,55,75,57,62,30,46,46,60,54,51,63,73,49,31,44,72,60,54,76,52,60,48,44,59,63,47,43,62,57,54,53,67,59,54,41,54,62,40,48,65,43,60,62,44,61,44
2023-09-17,57,57,64,54,58,70,55,64,29,51,61,59,55,58,71,89,61,36,37,67,59,52,80,61,61,60,40,53,55,49,46,60,61,55,56,71,63,56,57,62,42,38,52,61,50,58,57,41,62,46
2023-09-24,60,53,61,50,56,70,52,76,27,47,53,65,57,58,76,85,58,35,40,73,57,49,73,58,54,45,42,58,70,51,39,65,68,61,58,75,60,56,42,56,50,41,48,59,53,56,61,53,64,46
2023-10-01,62,48,58,46,62,69,59,43,31,47,60,59,55,58,75,77,51,34,48,70,61,57,84,55,60,63,37,57,73,54,38,64,62,67,54,79,69,57,43,57,44,40,45,66,46,54,75,49,58,46
2023-10-08,61,68,59,61,71,83,60,52,33,49,55,62,65,58,79,87,48,36,49,81,75,63,82,61,78,55,54,64,73,59,52,74,64,52,60,71,73,63,44,63,51,38,56,67,41,63,80,46,72,25
2023-10-15,67,70,58,45,63,72,63,42,29,44,56,61,59,52,76,74,53,26,39,75,67,56,67,37,58,61,50,55,64,49,39,68,54,40,60,67,71,56,52,64,49,34,48,60,52,52,71,47,62,57
2023-10-22,61,39,55,47,59,75,62,65,31,49,53,55,57,53,66,72,49,36,57,73,68,60,86,56,61,68,41,51,62,58,44,68,62,61,56,65,64,55,53,59,64,34,46,70,45,56,70,42,63,73
2023-10-29,52,40,56,57,60,75,63,74,30,51,59,49,58,57,73,75,52,34,61,67,68,57,82,57,51,59,55,60,72,51,44,68,62,66,60,66,76,56,69,62,48,38,50,59,52,53,65,48,70,40
2023-11-05,73,49,68,51,63,83,62,43,31,54,67,86,71,72,92,75,57,34,49,72,71,63,83,63,70,58,63,51,67,57,57,75,67,68,67,85,69,66,65,62,62,42,55,73,70,55,76,51,86,36
