Week,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2021-04-11,60,67,48,41,49,49,56,57,30,47,33,53,52,57,61,58,45,30,48,61,57,48,38,42,51,35,35,46,52,52,40,53,49,42,50,47,40,53,39,54,47,30,49,48,29,49,47,37,54,48
2021-04-18,60,33,52,42,48,49,51,37,27,46,49,35,50,58,48,53,44,24,30,50,56,49,51,40,51,52,33,50,46,52,38,53,49,64,49,46,49,55,48,50,52,29,50,51,25,48,53,47,48,41
2021-04-25,54,20,54,48,48,55,54,38,27,47,59,45,48,59,54,48,48,32,55,55,50,52,47,41,49,45,47,47,36,51,40,49,56,46,53,51,49,52,37,50,51,29,50,42,24,48,58,49,50,59
2021-05-02,52,21,49,40,50,48,55,47,24,37,39,38,50,63,47,48,42,31,30,58,51,44,43,34,55,43,39,46,46,49,48,50,50,39,44,41,66,53,32,45,53,29,51,42,17,50,49,53,54,39
2021-05-09,43,29,51,39,48,51,64,35,23,38,45,44,47,52,45,46,37,30,31,58,51,42,43,30,46,39,34,49,44,53,35,48,47,46,47,53,54,49,34,37,29,26,47,44,34,46,44,37,56,35
2021-05-16,47,43,48,40,50,42,43,40,24,35,43,46,42,42,32,39,41,29,32,42,46,45,40,32,41,19,34,49,45,52,37,49,42,35,42,47,50,41,34,39,38,26,42,46,32,44,48,33,48,30
2021-05-23,44,19,43,28,48,39,40,20,25,39,34,44,42,46,40,43,38,19,33,42,41,43,38,30,42,58,31,39,38,44,33,47,39,23,45,41,51,44,24,36,30,24,41,42,20,42,49,37,49,57
2021-05-30,47,25,45,32,44,37,46,39,24,36,31,37,36,42,47,41,43,22,38,45,40,40,36,41,39,42,26,40,31,44,35,42,37,28,41,37,43,39,18,42,22,27,43,35,27,44,43,35,37,41
2021-06-06,51,31,49,39,42,36,49,29,22,38,33,34,42,40,47,35,38,30,35,41,43,39,41,31,42,22,31,43,33,48,31,41,46,29,41,46,49,44,37,34,39,24,41,35,42,45,44,41,40,27
2021-06-13,57,19,41,30,41,43,49,26,22,43,34,50,45,37,38,38,48,25,37,46,42,39,44,23,40,25,34,37,42,51,25,40,43,22,38,41,37,43,28,40,43,27,44,40,13,41,49,31,42,22
2021-06-20,57,42,48,34,44,39,45,34,22,38,38,29,43,41,41,38,39,24,25,40,46,40,38,38,45,33,27,35,32,48,38,41,45,29,43,34,41,43,30,36,42,26,44,40,21,44,42,25,31,27
2021-06-27,44,43,46,33,47,39,43,41,25,40,48,36,42,45,34,35,39,23,22,45,35,45,37,29,33,28,34,41,35,45,44,40,44,26,40,32,43,40,33,37,44,24,43,34,23,40,39,31,41,23
2021-07-04,41,17,45,30,43,39,40,41,21,37,35,32,43,47,32,36,36,25,22,43,38,35,38,36,34,29,27,36,35,44,29,41,40,32,41,40,38,43,36,47,27,22,42,34,50,38,36,27,44,23
2021-07-11,49,32,47,43,45,38,44,36,22,41,24,43,41,48,39,45,33,25,37,47,41,44,43,34,43,24,30,47,33,46,35,41,49,33,47,41,44,47,39,40,14,26,44,33,30,45,43,55,41,23
2021-07-18,42,35,40,32,44,39,45,56,23,40,48,29,41,46,37,38,37,23,28,40,45,39,37,31,37,27,25,44,38,45,39,40,44,25,44,38,46,43,27,39,23,22,42,43,28,40,37,41,45,21
2021-07-25,48,42,44,31,43,43,45,33,22,36,42,36,38,46,35,46,38,27,30,45,39,37,37,41,40,32,22,49,45,44,32,44,43,25,43,43,33,45,34,46,15,29,42,37,20,47,39,27,43,32
2021-08-01,47,35,48,34,43,39,41,45,23,36,55,34,43,43,41,32,33,20,32,49,45,42,37,28,42,22,32,41,42,43,33,40,42,37,41,38,40,42,31,40,42,26,44,45,28,43,39,36,44,0
2021-08-08,45,20,49,35,39,37,44,31,22,38,39,32,39,48,36,43,43,25,30,50,46,38,36,40,40,24,31,46,40,42,32,41,41,36,45,43,41,45,27,39,29,23,43,43,31,46,39,40,36,17
2021-08-15,41,43,51,31,44,42,49,46,22,40,50,36,43,48,38,35,40,26,34,41,44,39,41,34,40,41,34,39,39,50,43,42,41,42,45,42,47,40,32,39,40,25,42,39,23,38,39,37,38,18
2021-08-22,42,17,51,40,46,46,41,39,24,41,60,33,45,54,44,41,50,27,43,41,43,37,36,41,48,31,29,45,32,50,33,44,48,30,45,43,34,44,24,39,38,27,44,40,21,46,40,40,41,14
2021-08-29,54,37,55,31,45,43,36,37,25,44,46,40,43,47,38,48,39,25,40,41,39,42,38,42,45,39,35,41,38,45,39,48,48,32,47,51,33,45,38,44,37,23,44,37,21,41,44,30,43,44
2021-09-05,49,17,47,37,47,51,51,57,24,43,49,37,49,56,47,44,45,25,36,50,46,38,43,45,44,53,35,45,28,43,48,42,50,56,46,42,36,46,47,42,50,28,48,42,26,40,40,49,39,12
2021-09-12,55,28,47,51,50,51,53,31,24,45,46,48,47,61,58,32,43,29,39,56,50,43,42,36,46,47,37,52,40,51,42,45,62,35,47,59,34,50,36,41,50,32,49,59,30,50,42,41,52,18
2021-09-19,58,57,54,49,50,50,55,42,26,43,44,42,50,52,53,57,49,30,36,57,49,50,46,35,45,35,27,40,38,46,46,49,48,35,49,50,47,49,39,52,43,29,52,46,49,52,47,44,50,60
2021-09-26,63,28,53,40,51,51,53,45,26,44,31,36,53,55,47,43,52,32,39,61,54,46,43,45,47,42,28,47,48,50,29,51,55,43,52,52,41,53,46,42,29,32,57,41,29,53,51,48,57,28
2021-10-03,49,28,54,50,48,51,60,50,27,47,41,45,49,57,50,45,47,32,48,54,52,48,49,48,53,31,25,44,45,46,34,53,49,53,50,57,46,54,61,46,34,28,50,50,41,49,51,48,56,30
2021-10-10,45,26,49,48,51,55,51,58,28,46,41,38,49,52,48,47,50,34,43,58,53,49,42,35,51,41,32,45,39,51,30,54,50,30,49,41,48,49,48,53,40,25,50,48,29,47,58,56,55,19
2021-10-17,52,40,58,51,46,48,51,41,26,42,44,42,50,57,42,46,47,33,42,56,53,52,38,45,51,57,30,39,39,51,42,54,50,42,46,55,46,48,43,54,37,28,56,45,26,48,56,50,54,19
2021-10-24,51,29,48,42,45,58,56,38,27,44,58,40,45,51,55,42,51,27,42,58,47,45,36,47,44,42,33,38,39,52,37,53,46,49,48,50,44,54,33,52,39,31,50,45,42,51,50,42,47,28
2021-10-31,60,24,53,51,51,50,56,41,26,41,60,38,43,55,51,41,36,29,31,49,51,49,43,37,50,35,38,48,50,55,32,52,47,46,46,48,48,55,52,48,35,28,50,41,34,47,48,41,45,29
2021-11-07,59,44,55,47,48,46,48,39,26,46,56,59,50,59,59,48,53,32,28,50,55,50,44,42,57,30,27,40,35,56,41,50,53,35,51,52,47,51,48,44,52,30,49,43,46,48,42,44,55,39
2021-11-14,58,24,49,41,50,48,52,42,26,49,34,47,47,47,65,60,45,30,34,58,48,45,46,43,45,32,34,47,43,53,34,53,54,34,49,44,50,51,46,40,42,26,48,48,36,54,52,46,52,39
2021-11-21,42,46,42,36,39,36,38,24,20,34,42,16,41,43,37,40,37,23,25,39,44,39,33,28,33,25,28,40,38,41,35,40,40,50,42,35,35,36,44,32,29,24,36,34,10,31,40,30,42,29
2021-11-28,58,44,54,44,50,47,49,29,25,47,32,39,55,46,52,57,43,31,36,51,52,43,40,37,46,51,29,45,38,54,47,49,49,33,45,53,39,50,49,52,57,30,49,43,32,49,50,55,52,14
2021-12-05,54,31,54,43,51,50,62,61,26,37,55,36,51,50,50,50,50,29,39,53,48,51,49,39,48,80,32,43,41,52,51,53,55,38,54,52,48,52,49,47,42,30,50,47,44,55,52,36,50,27
2021-12-12,43,30,45,37,45,56,43,35,23,43,42,40,48,60,51,35,44,30,50,53,52,42,47,33,48,34,48,45,54,50,36,52,45,40,43,52,42,47,42,40,24,27,42,45,37,47,40,51,58,37
2021-12-19,36,32,31,26,32,35,43,40,18,31,26,23,38,38,38,33,34,18,29,38,39,35,28,30,38,23,20,34,29,42,33,42,31,0,36,36,33,36,14,28,35,20,34,27,19,36,35,29,41,12
2021-12-26,32,30,30,21,32,34,28,34,18,30,34,33,36,32,30,21,25,21,24,34,32,32,31,31,29,28,27,31,30,33,26,38,35,18,32,25,35,36,21,25,40,18,31,26,9,37,30,26,31,14
2022-01-02,37,27,46,37,38,38,47,36,20,31,31,37,39,41,43,39,37,24,35,38,40,38,37,34,43,49,25,30,27,43,23,41,41,22,41,42,45,42,34,39,35,21,36,41,19,35,46,39,49,14
2022-01-09,55,29,47,36,45,37,43,28,24,36,32,33,47,40,48,35,38,21,30,43,41,44,40,47,44,31,26,45,37,47,33,44,43,23,45,43,43,45,37,42,34,26,43,45,31,41,53,43,54,31
2022-01-16,50,31,48,42,43,46,44,31,24,44,54,40,42,54,34,45,43,23,39,50,46,48,37,37,38,33,34,38,35,53,45,42,41,32,46,46,50,47,32,42,43,25,38,49,31,35,52,30,50,45
2022-01-23,46,24,58,46,48,53,49,23,28,52,47,51,53,51,49,57,42,28,47,56,52,46,45,41,49,33,41,40,43,51,52,49,45,56,50,58,47,53,38,48,29,30,50,51,29,44,60,47,42,33
2022-01-30,50,14,49,43,50,46,50,36,26,46,45,37,50,47,42,47,35,30,31,54,48,47,50,41,43,41,35,48,50,54,41,52,53,31,46,47,56,50,37,58,28,27,47,49,16,51,53,43,50,41
2022-02-06,62,32,61,39,53,53,53,48,30,53,49,40,52,54,59,54,42,31,42,61,52,52,48,46,50,44,36,53,62,59,47,56,60,21,57,55,51,59,48,44,43,31,57,47,23,52,61,63,56,31
2022-02-13,52,42,63,46,55,59,60,51,28,48,47,40,55,57,55,64,48,33,29,66,57,53,51,46,52,39,29,54,46,59,55,53,57,59,54,52,52,56,41,46,46,33,51,50,53,54,55,52,54,31
2022-02-20,52,54,57,37,53,48,52,52,28,50,45,46,55,61,57,48,47,33,42,59,53,51,48,48,47,40,32,54,48,57,49,52,57,46,53,55,56,55,41,52,54,33,55,49,36,56,54,47,55,35
2022-02-27,59,34,51,54,58,60,59,45,32,52,53,50,59,62,51,54,42,26,47,60,54,57,48,47,62,38,57,54,47,56,39,59,59,32,57,56,52,54,50,50,43,31,59,69,35,59,65,57,59,40
2022-03-06,51,24,51,41,60,57,61,61,30,48,56,52,53,63,51,62,47,31,49,65,56,54,48,49,58,47,44,56,54,58,48,56,53,40,53,58,53,52,41,42,42,28,54,52,34,54,59,44,53,18
2022-03-13,50,25,51,44,60,60,55,40,26,46,36,48,52,44,48,40,43,31,35,60,59,49,47,40,52,35,29,58,49,55,40,52,54,48,48,43,56,53,38,42,29,29,45,55,29,51,65,39,51,30
2022-03-20,52,41,57,40,52,44,61,41,30,47,36,39,49,52,55,48,45,38,36,55,60,52,47,41,50,40,39,50,47,64,49,55,57,40,53,57,41,60,42,45,32,33,53,62,54,53,60,52,52,16
2022-03-27,56,34,61,49,55,63,63,55,32,53,63,53,57,60,60,53,55,34,43,62,62,57,52,45,58,58,39,59,51,64,62,64,59,35,58,57,50,64,52,55,44,34,60,49,43,58,56,59,63,46
2022-04-03,53,35,62,56,59,58,69,54,30,45,55,59,55,64,62,65,45,32,50,62,58,60,59,54,59,51,43,60,59,60,47,60,56,48,54,53,49,62,47,52,47,35,62,57,30,56,55,56,65,35
2022-04-10,64,47,59,51,55,55,59,54,28,49,64,48,52,59,57,52,46,33,41,53,59,57,58,45,56,46,43,55,44,59,50,52,52,34,57,61,55,53,47,51,35,31,57,59,42,52,50,42,56,41
2022-04-17,62,35,64,44,57,57,61,35,31,54,41,51,52,60,58,57,49,35,45,58,54,61,63,47,66,33,41,59,48,57,54,55,59,61,60,61,61,56,39,53,58,35,59,55,44,57,63,48,56,41
2022-04-24,72,43,58,51,55,57,65,58,28,49,47,60,55,64,57,50,52,35,39,60,59,60,57,50,60,48,44,52,56,60,40,57,60,60,60,52,60,63,36,54,48,32,59,59,44,57,68,52,59,26
2022-05-01,57,44,54,50,59,56,59,49,27,47,56,48,53,52,60,66,50,34,51,58,55,51,61,49,54,68,43,51,53,60,44,59,58,50,52,55,52,51,50,49,47,29,59,46,35,57,62,48,62,44
2022-05-08,51,29,58,44,57,57,57,43,27,43,56,45,55,53,59,50,41,33,38,53,50,50,46,42,56,44,40,61,37,59,41,53,53,47,53,51,57,53,40,37,36,28,57,47,35,46,60,45,64,34
2022-05-15,46,28,49,32,52,53,51,42,26,40,47,51,45,48,44,38,32,30,40,51,42,48,43,31,45,49,41,54,47,51,39,53,48,36,49,40,55,47,46,41,23,25,44,53,20,45,55,42,55,46
2022-05-22,46,41,46,35,50,45,48,27,24,37,39,36,42,48,40,36,38,26,30,47,38,45,41,36,42,41,27,52,46,52,38,50,46,37,44,37,53,45,38,49,38,24,44,41,5,44,58,44,47,30
2022-05-29,47,38,46,33,45,38,52,50,23,41,43,36,42,46,43,40,38,23,32,43,38,42,34,23,34,43,29,41,52,45,25,47,47,24,39,47,53,43,36,43,26,27,41,40,33,43,54,32,44,17
2022-06-05,47,37,49,39,48,48,47,31,22,40,24,35,41,41,47,49,36,29,29,51,47,44,33,28,47,41,47,48,26,46,51,54,47,45,40,45,54,44,40,46,35,25,45,34,38,46,48,34,48,36
2022-06-12,44,29,44,34,44,48,46,22,24,43,32,34,41,46,38,50,43,28,26,54,42,43,37,38,44,27,39,50,33,49,29,50,47,38,46,47,46,42,37,42,34,28,44,35,14,47,51,30,46,25
2022-06-19,53,33,50,44,47,45,53,44,23,43,55,33,43,46,34,40,34,29,31,47,47,41,38,34,43,46,31,48,48,50,38,45,46,35,42,42,40,42,39,38,39,27,45,37,28,48,42,47,41,50
2022-06-26,54,33,40,40,44,42,46,50,24,38,55,35,44,46,46,38,35,25,33,37,41,41,38,45,44,45,29,38,46,48,39,43,46,42,42,41,44,43,36,40,31,25,42,42,35,47,41,36,45,38
2022-07-03,44,36,45,38,46,44,43,39,24,36,24,40,38,45,35,51,35,26,33,42,43,40,37,34,39,21,27,44,27,43,37,42,40,22,40,47,37,44,31,35,31,27,41,39,36,41,41,34,34,16
2022-07-10,50,40,43,40,48,44,51,33,26,39,41,30,40,50,42,38,37,23,29,42,37,41,38,36,44,25,31,36,38,55,40,45,45,48,41,39,47,44,44,43,37,25,41,38,29,46,41,32,44,14
2022-07-17,44,56,50,37,44,50,47,29,24,42,37,48,46,43,39,37,39,31,29,44,44,47,39,48,46,22,29,48,33,47,42,46,45,25,45,46,44,48,35,42,52,29,46,42,23,43,46,51,50,22
2022-07-24,45,46,45,38,45,47,49,45,27,45,33,31,43,45,33,34,45,26,22,48,45,43,37,37,44,25,31,41,39,56,44,48,47,24,49,52,42,49,41,38,27,29,47,35,28,46,43,37,45,29
2022-07-31,48,36,49,33,46,43,48,35,26,38,32,39,45,44,36,41,31,25,25,44,42,41,32,34,41,29,37,45,35,53,35,49,43,46,43,40,41,49,34,49,31,27,45,45,18,41,38,41,46,22
2022-08-07,44,30,53,39,45,47,51,41,24,41,50,40,45,44,38,34,38,32,29,44,42,41,33,34,46,29,33,48,39,50,37,47,46,28,42,52,43,47,34,37,33,25,44,36,24,47,38,46,44,21
2022-08-14,48,13,45,33,44,41,49,33,23,41,31,24,44,47,34,41,46,28,39,43,41,42,34,39,45,37,29,46,41,42,33,44,46,34,45,43,46,43,42,39,37,30,45,39,39,42,41,29,44,52
2022-08-21,61,41,53,36,48,50,46,36,27,48,46,38,49,52,31,56,44,32,32,48,45,41,35,40,50,31,31,54,29,45,42,43,47,42,52,56,46,49,25,46,28,34,47,37,27,44,44,50,44,46
2022-08-28,55,40,56,37,50,48,43,45,26,43,62,46,51,57,54,56,46,32,37,54,47,41,41,45,47,33,36,47,30,51,36,46,51,44,52,50,41,49,51,44,54,31,52,39,31,51,42,42,42,29
2022-09-04,54,38,52,53,49,47,53,51,24,46,38,49,53,61,36,51,45,28,38,44,41,52,40,39,49,40,46,44,41,50,49,47,54,34,47,41,36,47,43,42,58,32,50,49,24,48,40,40,44,61
2022-09-11,55,34,56,42,53,54,51,52,29,51,55,52,53,59,54,51,48,36,35,58,50,49,44,47,53,28,37,49,41,53,48,53,61,44,56,55,48,52,53,52,45,32,55,46,28,62,48,50,52,32
2022-09-18,56,38,60,51,55,54,57,41,30,48,52,45,57,60,60,54,48,33,44,58,50,57,54,44,60,50,41,61,52,60,54,51,59,38,54,49,54,56,52,46,35,32,57,59,36,54,50,44,55,41
2022-09-25,62,41,61,49,56,53,56,48,22,45,52,48,52,67,53,59,48,35,46,59,58,54,50,45,48,76,47,54,44,58,45,51,54,32,56,49,58,54,46,49,50,32,59,49,28,55,54,42,56,44
2022-10-02,50,57,55,57,55,53,57,44,26,50,55,58,52,62,60,57,45,31,39,62,53,52,50,54,57,38,38,46,41,54,51,51,65,37,57,53,57,56,40,53,45,32,54,53,36,55,57,44,53,41
2022-10-09,53,36,51,53,54,58,65,34,29,45,47,51,53,53,54,53,45,37,37,54,51,54,49,48,58,41,43,47,48,60,40,57,58,55,56,37,53,54,44,47,39,29,52,59,19,51,52,52,59,66
2022-10-16,60,35,58,44,57,57,58,31,29,52,34,46,55,57,64,50,44,35,46,58,59,52,43,40,51,47,40,45,49,59,43,54,53,39,56,43,51,56,43,43,38,31,51,58,48,56,49,47,57,34
2022-10-23,51,40,61,41,54,56,61,50,29,46,56,45,57,66,61,48,49,34,39,57,54,49,54,49,52,44,26,51,44,56,37,55,63,36,58,52,52,57,41,48,33,36,56,52,33,58,50,50,58,28
2022-10-30,54,21,61,49,54,58,66,34,30,46,46,49,52,62,57,55,51,28,41,60,59,52,51,39,58,45,47,47,58,62,50,55,58,24,56,54,53,57,43,53,27,33,52,49,33,58,53,59,62,40
2022-11-06,59,37,52,56,50,53,60,59,26,44,57,30,54,56,51,60,51,34,42,55,54,53,45,46,51,36,43,45,33,52,43,53,54,47,52,47,53,57,62,51,55,35,53,46,27,52,56,49,55,42
2022-11-13,57,27,60,43,54,52,59,32,29,49,64,49,52,63,52,52,48,33,41,61,57,55,52,51,53,44,42,63,44,60,32,54,57,23,61,49,55,53,50,47,44,31,53,51,44,58,52,50,57,42
2022-11-20,40,20,49,30,42,40,37,35,21,34,42,32,41,45,34,40,36,25,28,43,44,41,39,28,42,28,36,43,35,46,32,46,44,31,41,32,50,42,33,32,36,22,39,33,28,37,38,31,44,30
2022-11-27,57,17,56,48,53,57,58,50,27,49,53,55,55,55,59,56,48,32,39,60,57,48,47,41,57,46,48,48,39,58,45,53,60,45,56,46,53,56,42,60,38,31,56,62,42,53,56,46,57,26
2022-12-04,56,35,54,54,59,56,59,46,29,48,56,50,58,66,57,50,53,39,32,61,67,63,46,45,59,46,42,52,62,58,36,57,64,68,59,52,60,59,53,48,59,33,59,53,48,53,59,53,57,24
2022-12-11,56,25,52,42,55,54,56,56,27,46,49,48,58,55,50,54,40,29,38,61,52,58,46,36,54,49,31,57,51,58,39,56,55,34,47,47,51,57,42,44,36,28,47,55,26,56,53,35,53,42
2022-12-18,33,37,38,34,42,43,43,35,21,31,30,33,39,39,33,41,32,20,32,43,45,44,42,31,35,18,27,37,29,47,30,46,39,27,38,32,36,44,41,33,42,24,35,34,38,35,33,36,48,25
2022-12-25,37,34,32,28,34,39,32,33,17,30,21,29,35,35,26,28,31,21,34,38,34,33,29,25,38,34,26,33,37,43,27,38,32,12,34,32,36,38,33,35,26,21,32,28,22,40,34,24,37,12
2023-01-01,41,32,38,33,40,36,53,34,20,38,34,35,41,36,45,34,49,24,36,53,41,38,31,34,38,41,25,36,38,55,33,43,47,28,42,39,45,46,27,36,40,24,39,45,25,42,47,34,42,26
2023-01-08,57,44,47,42,44,43,61,40,26,38,43,43,48,52,44,40,44,30,37,42,48,48,50,35,48,38,42,50,33,56,36,49,50,43,51,42,53,51,41,41,50,28,45,62,22,45,57,42,50,36
2023-01-15,54,50,50,37,48,51,58,41,26,46,45,49,51,63,43,50,45,28,39,51,48,54,53,43,50,41,33,43,46,61,43,51,53,43,55,45,48,51,40,45,45,33,50,45,26,48,61,51,53,46
2023-01-22,55,46,53,53,52,52,58,52,28,49,47,59,51,57,54,46,54,33,33,54,51,51,51,38,53,40,41,48,34,63,39,51,56,48,52,48,58,58,40,48,40,32,54,59,38,52,59,52,48,39
2023-01-29,60,49,58,44,54,61,59,23,29,52,48,44,52,67,53,49,47,41,50,58,58,62,45,50,54,60,45,54,53,57,47,52,60,55,58,55,57,58,41,51,50,29,49,50,42,52,59,37,55,17
2023-02-05,58,54,54,56,61,61,73,53,27,49,50,55,62,72,59,59,55,39,38,62,58,57,54,47,55,57,44,58,52,64,54,56,61,62,59,61,61,57,57,52,44,34,58,65,35,53,50,52,57,22
2023-02-12,52,47,62,55,55,59,56,56,28,50,51,46,55,66,61,49,52,32,59,66,57,51,55,47,51,54,35,51,44,60,40,56,62,58,58,60,65,61,43,49,50,34,56,60,31,53,58,51,57,32
2023-02-19,55,41,59,47,52,64,55,49,28,48,50,50,60,56,52,63,52,28,44,63,48,55,45,47,51,54,48,58,45,62,42,55,64,28,55,57,55,61,54,49,37,36,56,56,36,55,54,36,57,27
2023-02-26,66,67,60,38,57,57,63,48,29,53,45,51,53,58,60,48,45,38,37,69,59,62,63,52,62,62,43,57,42,63,45,55,61,56,62,57,55,57,43,51,41,32,61,56,19,55,61,37,68,25
2023-03-05,51,49,60,44,60,57,68,53,29,47,62,44,56,61,54,55,50,35,42,66,64,53,42,51,58,44,54,55,58,66,52,62,57,48,57,68,68,57,44,46,81,35,53,52,28,55,63,44,66,12
2023-03-12,58,34,53,64,58,54,58,48,25,49,42,48,58,55,44,37,39,29,41,61,53,59,54,35,50,53,37,41,35,59,35,63,62,38,57,40,65,57,61,46,40,27,44,57,26,55,64,50,55,28
2023-03-19,53,38,57,31,58,55,68,47,28,50,56,47,55,54,61,64,43,35,38,62,65,59,55,40,57,48,44,47,51,62,41,62,63,35,54,57,54,61,41,51,51,32,58,55,38,57,57,50,54,59
2023-03-26,55,45,56,54,52,55,68,53,29,54,44,46,53,60,64,49,53,32,57,58,60,55,55,49,53,45,51,49,49,58,45,57,62,28,49,61,45,63,61,51,48,32,56,55,33,56,54,50,53,46
2023-04-02,68,40,60,51,55,62,53,49,27,43,56,57,51,49,53,51,43,34,49,56,54,54,49,40,54,41,41,49,52,59,37,56,54,45,60,53,63,55,58,49,49,35,56,50,35,54,48,48,57,42
2023-04-09,57,41,62,56,55,57,60,37,31,49,55,51,52,59,55,57,45,28,35,56,58,57,47,55,54,59,43,50,60,55,49,53,53,46,57,54,62,52,47,49,51,31,61,47,37,49,51,37,54,32
2023-04-16,58,53,50,50,59,57,61,55,30,54,54,53,55,65,58,56,49,42,38,54,51,56,59,56,54,50,42,46,42,61,47,56,64,56,56,61,56,59,53,63,42,33,55,57,24,53,57,49,56,35
2023-04-23,57,46,56,41,59,51,61,48,28,49,61,49,58,62,57,52,54,33,47,61,59,58,61,54,51,54,37,52,52,61,48,56,61,47,58,59,54,59,50,51,52,34,56,53,42,59,54,58,57,42
2023-04-30,57,48,55,51,59,59,59,46,27,52,43,46,52,59,62,55,46,32,50,53,57,50,56,44,54,39,43,53,46,67,39,57,58,52,49,56,63,58,47,48,54,32,55,49,37,59,66,41,60,19
2023-05-07,47,47,52,44,58,51,49,53,27,43,55,37,52,55,50,62,42,30,40,59,51,47,46,40,54,23,30,47,44,63,53,56,55,44,50,67,51,52,39,38,49,31,53,40,34,48,54,49,66,43
2023-05-14,51,27,49,35,57,50,43,49,26,44,58,41,50,57,47,48,38,30,21,62,45,52,45,32,49,38,37,51,21,56,51,56,52,42,48,61,54,47,50,42,32,26,45,41,21,50,54,42,53,33
2023-05-21,42,33,52,35,53,46,53,40,26,43,47,40,44,46,47,40,40,28,39,51,44,48,45,34,37,32,25,40,37,51,28,49,56,25,44,42,55,50,43,46,45,26,44,46,13,47,53,35,53,28
2023-05-28,51,36,47,34,48,42,47,29,21,35,41,38,41,45,43,43,36,21,43,44,46,48,39,31,41,35,28,43,31,47,35,46,48,42,46,42,47,41,39,41,29,26,41,37,29,46,53,36,46,10
2023-06-04,51,36,50,40,50,42,47,33,27,42,43,33,43,50,49,41,31,30,39,54,56,46,41,34,43,28,34,46,44,44,41,49,49,34,47,44,46,44,35,46,34,26,42,48,22,42,56,34,44,34
2023-06-11,48,21,46,38,51,44,45,55,24,41,45,39,43,48,44,50,37,21,41,50,48,46,36,41,51,41,36,39,31,52,42,49,42,28,43,45,54,47,37,44,35,27,46,45,25,44,50,37,46,37
2023-06-18,43,30,47,33,51,45,57,36,25,38,45,45,43,50,39,46,37,28,26,44,44,44,38,41,53,39,37,48,28,50,36,49,49,28,47,41,44,47,45,46,28,29,44,34,26,42,45,35,44,11
2023-06-25,48,30,50,44,51,45,46,36,23,40,51,35,45,46,40,38,38,31,35,46,43,38,41,36,47,35,34,49,44,48,35,51,48,17,44,42,49,44,43,48,35,24,50,42,19,47,51,44,46,29
2023-07-02,41,30,47,33,47,43,43,40,22,37,40,29,44,45,33,29,35,28,27,45,39,39,31,34,43,17,24,49,33,46,39,45,39,38,39,46,39,43,28,41,24,24,41,38,17,42,38,29,39,18
2023-07-09,52,36,41,40,50,47,47,38,24,41,51,47,44,49,42,42,34,26,43,44,45,41,39,32,44,35,26,40,30,49,36,49,52,25,42,44,44,49,40,39,36,27,45,37,29,43,42,35,41,26
2023-07-16,52,17,51,35,47,45,52,31,23,41,28,34,45,40,40,42,37,31,36,50,48,44,37,40,41,35,34,33,37,50,39,42,45,30,44,36,50,45,35,32,58,23,44,43,17,46,45,25,48,36
2023-07-23,56,30,48,33,48,48,42,35,25,40,36,50,44,44,50,43,41,27,27,43,47,38,36,28,46,12,22,35,38,48,43,48,42,22,43,46,47,45,32,42,32,28,45,43,33,44,45,44,43,31
2023-07-30,53,27,43,42,46,49,50,23,22,39,54,35,45,40,43,42,40,28,25,47,44,42,43,40,48,26,28,39,41,45,52,47,45,31,44,43,44,43,34,46,20,25,44,42,36,46,39,39,44,29
2023-08-06,51,25,55,46,46,44,48,22,24,39,31,31,40,42,43,44,36,26,33,42,41,43,39,42,45,27,34,37,41,49,31,46,43,32,43,52,49,44,43,42,37,27,45,41,29,41,43,35,44,25
2023-08-13,43,46,45,40,47,49,43,15,24,44,45,39,47,46,33,48,37,36,34,50,39,42,37,39,42,31,34,53,49,47,34,44,44,22,42,42,36,46,44,45,33,27,47,38,34,42,45,38,40,32
2023-08-20,61,33,51,39,46,49,46,42,25,46,53,28,43,52,39,45,47,30,32,47,48,41,40,45,44,32,36,50,40,51,33,49,45,40,46,46,36,48,37,37,31,27,47,40,28,46,47,35,38,31
2023-08-27,69,30,50,54,51,51,49,47,23,47,55,43,48,63,39,54,41,30,27,51,44,42,48,43,46,16,36,55,34,46,64,52,53,38,48,47,45,52,39,39,25,29,51,39,35,42,42,39,42,26
2023-09-03,56,19,68,54,52,54,51,34,26,49,56,49,49,55,62,58,47,33,36,54,44,45,46,41,50,42,39,51,34,48,42,49,51,35,54,54,50,51,28,42,50,28,49,53,38,48,44,42,42,33
2023-09-10,68,51,64,50,55,49,52,40,28,52,47,54,54,62,65,47,42,33,50,59,52,49,50,44,53,54,41,52,43,53,52,52,62,56,53,57,56,52,44,50,38,35,58,66,30,50,46,52,59,41
2023-09-17,53,26,66,54,58,56,58,41,31,60,52,51,58,61,53,63,56,37,47,64,58,55,49,54,56,33,49,58,62,50,45,56,64,36,59,60,53,55,43,51,43,36,59,68,51,51,56,43,60,22
2023-09-24,60,33,63,52,57,57,50,43,28,50,59,55,55,67,63,69,58,37,43,66,58,53,54,46,55,59,49,60,55,58,39,55,64,46,59,45,56,52,40,51,30,33,61,64,20,58,57,46,54,47
